,PEOPLEUSDT_PERP.A_longliq,PEOPLEUSDT_PERP.A_shortliq,RENUSDT_PERP.A_longliq,RENUSDT_PERP.A_shortliq,CRVUSDT_PERP.A_longliq,CRVUSDT_PERP.A_shortliq,STORJUSDT_PERP.A_longliq,STORJUSDT_PERP.A_shortliq,RLCUSDT_PERP.A_longliq,RLCUSDT_PERP.A_shortliq,SXPUSDT_PERP.A_longliq,SXPUSDT_PERP.A_shortliq,KAVAUSDT_PERP.A_longliq,KAVAUSDT_PERP.A_shortliq,RSRUSDT_PERP.A_longliq,RSRUSDT_PERP.A_shortliq,MTLUSDT_PERP.A_longliq,MTLUSDT_PERP.A_shortliq,DOGEUSDT_PERP.A_longliq,DOGEUSDT_PERP.A_shortliq,WAVESUSDT_PERP.A_longliq,WAVESUSDT_PERP.A_shortliq,ALGOUSDT_PERP.A_longliq,ALGOUSDT_PERP.A_shortliq,MATICUSDT_PERP.A_longliq,MATICUSDT_PERP.A_shortliq,NEARUSDT_PERP.A_longliq,NEARUSDT_PERP.A_shortliq,AVAXUSDT_PERP.A_longliq,AVAXUSDT_PERP.A_shortliq,MKRUSDT_PERP.A_longliq,MKRUSDT_PERP.A_shortliq,SNXUSDT_PERP.A_longliq,SNXUSDT_PERP.A_shortliq,FTMUSDT_PERP.A_longliq,FTMUSDT_PERP.A_shortliq,UNIUSDT_PERP.A_longliq,UNIUSDT_PERP.A_shortliq,TRBUSDT_PERP.A_longliq,TRBUSDT_PERP.A_shortliq,TRXUSDT_PERP.A_longliq,TRXUSDT_PERP.A_shortliq,BNBUSDT_PERP.A_longliq,BNBUSDT_PERP.A_shortliq,XRPUSDT_PERP.A_longliq,XRPUSDT_PERP.A_shortliq,NEOUSDT_PERP.A_longliq,NEOUSDT_PERP.A_shortliq,EOSUSDT_PERP.A_longliq,EOSUSDT_PERP.A_shortliq,ETCUSDT_PERP.A_longliq,ETCUSDT_PERP.A_shortliq,BTCUSDT_PERP.A_longliq,BTCUSDT_PERP.A_shortliq,LTCUSDT_PERP.A_longliq,LTCUSDT_PERP.A_shortliq,XLMUSDT_PERP.A_longliq,XLMUSDT_PERP.A_shortliq,LINKUSDT_PERP.A_longliq,LINKUSDT_PERP.A_shortliq,ETHUSDT_PERP.A_longliq,ETHUSDT_PERP.A_shortliq,BCHUSDT_PERP.A_longliq,BCHUSDT_PERP.A_shortliq,ADAUSDT_PERP.A_longliq,ADAUSDT_PERP.A_shortliq,XMRUSDT_PERP.A_longliq,XMRUSDT_PERP.A_shortliq,ATOMUSDT_PERP.A_longliq,ATOMUSDT_PERP.A_shortliq,VETUSDT_PERP.A_longliq,VETUSDT_PERP.A_shortliq,THETAUSDT_PERP.A_longliq,THETAUSDT_PERP.A_shortliq,SUSHIUSDT_PERP.A_longliq,SUSHIUSDT_PERP.A_shortliq,COMPUSDT_PERP.A_longliq,COMPUSDT_PERP.A_shortliq,RUNEUSDT_PERP.A_longliq,RUNEUSDT_PERP.A_shortliq,DOTUSDT_PERP.A_longliq,DOTUSDT_PERP.A_shortliq,FILUSDT_PERP.A_longliq,FILUSDT_PERP.A_shortliq,AAVEUSDT_PERP.A_longliq,AAVEUSDT_PERP.A_shortliq,UNFIUSDT_PERP.A_longliq,UNFIUSDT_PERP.A_shortliq,GRTUSDT_PERP.A_longliq,GRTUSDT_PERP.A_shortliq,GTCUSDT_PERP.A_longliq,GTCUSDT_PERP.A_shortliq,SOLUSDT_PERP.A_longliq,SOLUSDT_PERP.A_shortliq,OCEANUSDT_PERP.A_longliq,OCEANUSDT_PERP.A_shortliq,BELUSDT_PERP.A_longliq,BELUSDT_PERP.A_shortliq,AXSUSDT_PERP.A_longliq,AXSUSDT_PERP.A_shortliq,MASKUSDT_PERP.A_longliq,MASKUSDT_PERP.A_shortliq,ALPHAUSDT_PERP.A_longliq,ALPHAUSDT_PERP.A_shortliq,1INCHUSDT_PERP.A_longliq,1INCHUSDT_PERP.A_shortliq,LINAUSDT_PERP.A_longliq,LINAUSDT_PERP.A_shortliq,GALAUSDT_PERP.A_longliq,GALAUSDT_PERP.A_shortliq,CELRUSDT_PERP.A_longliq,CELRUSDT_PERP.A_shortliq,CHZUSDT_PERP.A_longliq,CHZUSDT_PERP.A_shortliq,ALICEUSDT_PERP.A_longliq,ALICEUSDT_PERP.A_shortliq,1000SHIBUSDT_PERP.A_longliq,1000SHIBUSDT_PERP.A_shortliq,SANDUSDT_PERP.A_longliq,SANDUSDT_PERP.A_shortliq,LITUSDT_PERP.A_longliq,LITUSDT_PERP.A_shortliq,C98USDT_PERP.A_longliq,C98USDT_PERP.A_shortliq,MANAUSDT_PERP.A_longliq,MANAUSDT_PERP.A_shortliq,HBARUSDT_PERP.A_longliq,HBARUSDT_PERP.A_shortliq,DYDXUSDT_PERP.A_longliq,DYDXUSDT_PERP.A_shortliq,COTIUSDT_PERP.A_longliq,COTIUSDT_PERP.A_shortliq
2022-04-13,305067.0,428074.0,30939.0,29825.0,23668.0,27918.299999999992,48687.0,33846.0,3710.8999999999996,18925.800000000007,11799.000000000002,6288.900000000001,13728.599999999997,7361.500000000003,1422028,464273,307480.0,271001.0,2580790,1347342,14956.299999999997,15616.799999999997,278647.00000000006,108607.90000000001,82063.0,61277.0,78459.0,45222.0,1703.0,4347.0,4.963,4.416,6577.999999999999,9702.9,122507.0,265008.0,712.0,2637.0,66.4,876.6999999999998,236783,652151,346.59999999999985,897.5799999999998,258374.90000000008,212707.30000000008,180.95000000000002,1474.47,73177.59999999999,52917.9,5280.200000000001,5583.120000000002,79.38500000000012,157.25199999999978,532.2700000000001,2339.5189999999993,122434.0,301200.0,4336.18,1207.46,313.96799999999973,413.67099999999965,241.70299999999995,1407.4700000000005,237027,174234,293.81999999999977,362.50500000000005,7219.550000000003,3566.7300000000005,2105553.0,1514606.0,45526.90000000001,43726.70000000001,18839.0,64387.0,487.485,2760.2170000000006,21108.0,30068.0,14167.7,4168.1,6272.4000000000015,2916.9999999999995,567.5,1460.0,6151.600000000001,1501.6,77526.0,38901.0,2714.7999999999993,1360.6000000000004,6629,6738,27667.0,12198.0,13195.0,4306.0,3877.0,8311.0,2174.0,6263.0,153855.0,332735.0,5924.0,39635.0,1036147.0,677307.0,1218661,637181,1170762.0,3468858.0,682524.0,626797.0,8743.2,22705.299999999996,37516301,36091971,20722.0,94917.0,18808.399999999994,5354.400000000001,13731.0,36835.0,31219.0,93998.0,30826.0,50510.0,1643.3,1398.2,107319.0,86035.0
2022-04-14,1533863.0,1582010.0,132695.0,1233.0,20531.800000000007,1958.3999999999999,38550.0,544.0,42272.70000000001,11698.0,43929.900000000016,2524.6,31835.6,21970.900000000005,5199687,1537032,141423.0,39782.0,5028386,3425292,26564.40000000001,18269.199999999997,331166.4,12517.0,191086.0,36414.0,71073.0,44744.0,8549.0,1427.0,9.601,13.133,38695.30000000002,8732.300000000003,523552.0,44628.0,4013.0,1627.0,680.9,27.1,1451671,273000,378.08,355.2199999999998,409705.50000000035,322691.0999999999,3755.33,484.65000000000003,66574.00000000001,24588.299999999996,11382.73,1113.71,80.84000000000012,29.246000000000002,1315.999,828.4620000000001,147835.0,180213.0,31156.299999999992,961.9300000000001,1059.8270000000005,141.66999999999996,554.6900000000003,457.05899999999974,646359,75126,367.70399999999995,411.23299999999983,15471.009999999995,1313.1700000000003,7907821.0,1345020.0,72580.5,5415.999999999999,136170.0,53195.0,1288.079000000001,773.561,54284.0,51282.0,18664.700000000008,2523.9999999999995,27141.6,3664.4,1436.4999999999998,318.5,3821.5000000000005,995.4000000000001,225562.0,17750.0,10667.200000000003,364.00000000000006,10065,4838,35778.0,626.0,66040.0,3172.0,9697.0,3678.0,7745.0,11.0,472839.0,167872.0,56442.0,5771.0,3124790.0,1250396.0,2689994,670209,4184580.0,1370769.0,1043079.0,378601.0,24979.5,13728.699999999997,29926922,16336221,159097.0,55641.0,36740.40000000001,999.7,31755.0,6092.0,101181.0,61353.0,276923.0,4437.0,42794.70000000002,4402.1,575567.0,116762.0
2022-04-15,24871.0,378422.0,105123.0,78582.0,16587.9,2658.2000000000003,11923.0,7163.0,2030.8000000000002,2831.2,1669.6000000000001,7699.0,8612.0,3864.400000000001,3395392,4392101,118984.0,49441.0,2103189,2447004,8450.399999999998,13259.900000000001,48302.6,89846.19999999998,32932.0,80431.0,36686.0,20278.0,5202.0,1479.0,6.736999999999998,10.76,25196.900000000005,13247.800000000003,118802.0,82110.0,7038.0,1095.0,494.1,259.59999999999997,217899,684073,73.27000000000002,139.92999999999998,773728.6999999998,1561899.9000000004,320.22,774.0799999999999,45504.50000000001,142260.7,2863.7400000000002,1087.8600000000001,44.794000000000025,43.742999999999974,280.60699999999997,668.708,542420.0,590358.0,1748.46,8405.640000000001,150.52999999999997,192.52199999999996,108.46299999999998,311.45400000000006,59839,194749,53.81,352.7170000000001,793.93,1757.6700000000003,2338642.0,346178.0,9356.7,879.0999999999999,40311.0,15449.0,347.5939999999999,754.6719999999997,9838.0,7527.0,7629.499999999997,4249.899999999999,4769.5,3141.0000000000005,239.1,223.69999999999996,1289.1,240.7,45093.0,10422.0,1359.5,367.69999999999993,3739,2879,8204.0,1583.0,3168.0,5429.0,5900.0,3471.0,4372.5,10.5,127450.0,45081.0,5151.0,4457.0,443298.0,614849.0,428258,291650,475396.0,732462.0,294936.0,66250.0,6231.299999999999,796.0999999999999,4106759,8379423,27464.0,7623.0,5539.700000000001,6943.499999999999,12057.0,50.0,16693.0,20088.0,39606.0,29737.0,1346.0000000000002,1953.1000000000001,257203.0,77517.0
2022-04-16,606904.0,82593.0,82859.0,16899.0,33388.8,3836.1000000000004,3155.0,4742.0,12001.0,260.1,11350.699999999997,246.5,5581.5,1126.4,14267271,11480347,31474.0,15020.0,2001255,460411,11661.100000000004,7319.0999999999985,25308.6,62701.5,72921.0,16949.0,8536.0,18154.0,916.0,290.0,12.922,2.496,10199.4,3319.1000000000004,132455.0,30280.0,492.0,558.0,1631.7,26.3,1036842,68719,144.94999999999996,188.05000000000004,452486.2000000001,443966.0,1000.4200000000001,595.55,48857.69999999999,214554.10000000006,5907.559999999996,5698.599999999999,25.614000000000008,39.327,680.568,1237.6109999999999,104532.0,88402.0,4551.039999999999,3311.9800000000005,107.28699999999999,163.024,173.114,195.982,169364,60394,310.405,230.832,947.51,952.4500000000002,1064600.0,1372013.0,8118.9,3512.6000000000004,24835.0,19178.0,454.4299999999999,470.8799999999999,18451.0,3256.0,3687.000000000001,4338.6,5481.899999999999,13338.100000000002,452.50000000000006,43.900000000000006,1786.7000000000003,18.4,84686.0,6662.0,2995.7999999999997,3094.6,475,2275,7162.0,3700.0,19694.0,1920.0,4365.0,1213.0,1000.0,10.0,80599.0,14587.0,7060.0,4376.0,552652.0,249404.0,615276,209005,2154019.0,2754788.0,280136.0,47909.0,15530.7,20588.699999999997,4764104,6538408,60742.0,39992.0,3419.8999999999996,3939.5,3036.0,1434.0,38453.0,19441.0,70848.0,8071.0,6895.3,44.7,109994.0,21138.0
2022-04-17,2115265.0,6809.0,285870.0,8345.0,79985.70000000001,24730.000000000004,39736.0,734.0,27150.19999999999,1444.2,70848.90000000002,35.7,21975.300000000007,4335.3,12949071,2119825,193793.0,440144.0,5034349,707189,22802.300000000014,1009.9999999999999,333743.10000000003,2657.3999999999996,264778.0,1484.0,64721.0,13007.0,6947.0,220.0,24.245999999999995,0.896,22625.6,1395.1999999999998,350741.0,4843.0,14182.0,10.0,2390.8999999999996,17.1,3013749,484538,842.5100000000001,51.940000000000005,653578.0,143357.89999999994,2032.8600000000004,855.7699999999999,340993.6999999999,179636.0000000001,12142.230000000001,1550.24,117.56500000000013,21.118999999999996,2430.8509999999997,89.13799999999999,682749.0,1790.0,34528.22,3787.969999999999,437.87200000000007,119.45500000000003,949.0129999999998,205.26500000000001,506618,110643,224.05100000000002,715.125,14290.670000000007,865.94,8157226.0,57988.0,65601.2,3136.6,189434.0,16448.0,515.233,284.29800000000006,32866.0,6175.0,22355.300000000007,1997.2,42085.3,5206.100000000001,1041.0,231.69999999999996,8478.7,139.2,270269.0,5738.0,18044.499999999996,2918.6000000000004,8256,5689,69050.0,0.0,46411.0,407.0,7517.0,232.0,14821.0,6009.0,348385.0,2422.0,38626.0,3440.0,7955822.0,320670.0,2959466,57364,9301783.0,1197313.0,986195.0,102798.0,63478.100000000006,28053.699999999993,12766218,2783020,127684.0,9683.0,41669.59999999999,1294.5,54788.0,4235.0,128298.0,1198.0,318564.0,470.0,29766.899999999998,876.0999999999999,553629.0,20821.0
2022-04-18,3730681.0,1713506.0,312940.0,113241.0,91535.60000000002,4479.3,76652.0,7031.0,47345.200000000004,21420.0,112699.10000000005,114994.79999999992,25207.99999999999,16144.800000000001,8859430,2583614,299965.0,465627.0,5416449,1259080,24708.799999999996,12346.199999999995,439006.49999999977,56442.8,246110.0,283092.0,104636.0,82619.0,9777.0,7616.0,44.16,4.547000000000001,18818.299999999996,2604.6000000000004,429423.0,359395.0,17290.0,3160.0,3879.4000000000005,412.29999999999995,2950157,621677,1158.3399999999992,1054.9799999999996,786193.5000000002,864619.9000000001,2315.7400000000007,1435.85,266772.7,150876.2,15220.039999999995,9254.999999999998,130.40700000000004,133.20400000000018,2280.4950000000003,970.4290000000001,768086.0,327569.0,21947.19999999999,12027.36,893.2049999999991,1142.6179999999997,1189.5230000000006,768.036,417417,433530,888.61,2911.610999999999,16275.689999999993,10084.980000000001,4752488.0,2590067.0,110385.20000000003,45640.299999999996,177564.0,21543.0,983.1179999999998,296.466,54644.0,53030.0,46229.00000000006,11126.499999999996,23868.100000000002,8469.499999999998,1816.200000000001,541.4999999999999,12878.4,1381.1,275826.0,42975.0,17081.2,2481.9,15230,15187,102672.0,35421.0,48095.0,12316.0,10047.0,8459.0,28936.0,1584.0,406224.0,84511.0,72628.0,30455.0,4836095.0,842791.0,2697834,1903732,5847738.0,753005.0,767952.0,191731.0,41811.200000000004,19571.7,32744575,18760294,143156.0,112892.0,64427.70000000002,3471.7,87233.0,15621.0,176121.0,88118.0,595721.0,43499.0,40006.199999999975,1627.6000000000001,372354.0,173114.0
2022-04-19,78779.0,2681989.0,233503.0,251454.0,4216.999999999999,52171.5,20852.0,80285.0,1620.8000000000004,8737.900000000001,34444.2,88422.30000000002,3729.2999999999997,2512.9000000000005,2115157,1337186,222823.0,216295.0,798548,2522942,8781.9,8417.9,104658.60000000002,77083.70000000001,68310.0,149877.0,37367.0,61986.0,1429.0,3945.0,0.009,0.058,14688.599999999999,23622.200000000004,57550.0,198825.0,2715.0,1038.0,16.8,165.9,151791,639987,175.32000000000005,427.83000000000015,224555.0999999999,603715.7000000002,47.58,1523.9300000000003,22023.4,172359.39999999997,2562.5699999999997,3704.9999999999995,29.432000000000002,99.66300000000018,143.134,730.466,248028.0,8372.0,4212.669999999999,9621.09,133.61400000000006,933.7839999999995,133.413,156.609,76923,149256,452.122,887.3260000000005,549.1700000000001,3246.790000000001,841337.0,4408728.0,9786.500000000002,26685.199999999997,8758.0,10620.0,162.067,108.555,17550.0,42955.0,5410.300000000002,13772.700000000004,11168.900000000001,8350.699999999999,382.0,936.8,296.3,2333.0999999999995,70507.0,42291.0,686.3,2270.3,2735,18413,73748.0,109258.0,58076.0,18290.0,1347.0,7217.0,72.0,5329.0,25846.0,21940.0,3989.0,20879.0,14764037.0,27052177.0,1395899,1062999,834461.0,693088.0,85321.0,38087.0,12626.900000000001,17374.300000000003,8221871,5429127,163747.0,97996.0,6151.099999999999,16669.5,13.0,7744.0,22167.0,135008.0,32497.0,44818.0,2056.1,31767.699999999997,89945.0,61336.0
2022-04-20,2993707.0,1186455.0,242834.0,111581.0,70788.80000000003,6282.700000000001,367906.0,258850.0,10363.600000000002,4486.700000000001,61097.200000000004,3525.6,12552.9,655.5,7686237,2483291,187858.0,82784.0,4418434,466124,11937.799999999994,5578.1,270668.30000000005,68702.80000000002,218022.0,98457.0,70212.0,23877.0,6650.0,2226.0,5.96,0.9110000000000001,58914.50000000004,58981.29999999999,458495.0,269976.0,9416.0,402.0,612.3,234.3,1260108,198007,806.7500000000001,381.5899999999999,773820.9999999998,126099.59999999999,1465.37,322.0,228448.4,311963.9999999998,12979.260000000002,2964.2300000000014,62.43800000000006,80.88900000000008,2345.4249999999997,251.94299999999998,515262.0,82288.0,28628.889999999992,3219.300000000001,348.735,611.1259999999996,275.8159999999999,156.96499999999997,284955,84589,767.4110000000004,924.3680000000003,7739.200000000001,4063.640000000001,3758875.0,1216579.0,35307.799999999996,5300.9000000000015,67205.0,62414.0,360.346,103.54499999999997,36724.0,43943.0,14488.499999999993,13233.0,23301.600000000002,1603.7,2288.5999999999976,1700.7000000000003,3740.4,633.8000000000001,169085.0,57914.0,11728.5,5323.099999999999,6770,8727,99105.0,21138.0,39718.0,1716.0,13670.0,4836.0,5635.0,792.0,365827.0,204100.0,29203.0,8619.0,32611741.0,30585463.0,2621578,1528595,4782406.0,1005553.0,542726.0,13497.0,42616.1,13142.7,17342848,6167503,189791.0,97476.0,41752.4,5493.599999999999,33465.0,2360.0,172663.0,40035.0,232232.0,30525.0,58175.50000000001,8854.800000000001,170643.0,25046.0
2022-04-21,5263495.0,267688.0,338613.0,284176.0,177444.8000000001,7417.699999999998,248422.0,6236.0,23697.300000000003,2027.7000000000003,146888.9999999999,23808.100000000002,70902.5,37830.000000000015,12282585,556969,203885.0,33031.0,7235985,552263,21712.299999999996,6594.600000000002,251646.49999999994,34697.40000000001,345848.0,58450.0,132441.0,23799.0,11135.0,831.0,31.488000000000003,1.187,45041.40000000001,15410.300000000001,461264.0,65236.0,32628.0,1973.0,3436.799999999999,269.8,13994227,14405957,1549.1200000000003,126.09999999999998,1810565.4000000006,107365.4,3811.4099999999994,1934.0500000000006,619174.9,41720.899999999994,19071.22,2444.28,279.9419999999997,78.55200000000012,4718.520000000002,1079.671,764930.0,106757.0,33539.88000000002,3778.8999999999996,1179.2770000000014,285.8580000000002,1208.7209999999989,194.045,736921,130744,702.7399999999998,1934.365999999999,19419.610000000015,1967.96,10973273.0,2351354.0,281850.5999999999,130480.29999999999,80385.0,27680.0,933.1199999999997,82.546,64402.0,21255.0,26563.10000000001,10272.500000000002,54929.80000000004,1576.7999999999993,3346.5999999999985,534.0,22934.600000000006,385.4,729028.0,119682.0,31138.199999999986,504.9,16655,2117,75998.0,35096.0,80714.0,10847.0,24969.0,1344.0,30871.0,4246.0,886559.0,284885.0,112711.0,14623.0,20215710.0,7807604.0,3485740,483271,8674713.0,2069925.0,824631.0,81702.0,90522.50000000006,8884.4,27189021,5535507,239105.0,33812.0,79348.30000000005,2269.2999999999997,69855.0,6456.0,226719.0,5918.0,598792.0,36172.0,95421.49999999993,1038.3,533768.0,7822.0
2022-04-22,867466.0,584264.0,416591.0,21995.0,156809.09999999995,176176.40000000002,26769.0,2391.0,5760.0,1446.7,16146.1,573.1,17912.100000000002,15867.0,2120927,799554,200173.0,139758.0,1179710,530984,7003.600000000003,3032.1999999999994,37419.49999999999,367.4,457584.0,199374.0,26124.0,14552.0,2181.0,1738.0,8.634,0.7150000000000001,39020.400000000016,6165.1,155558.0,41954.0,4987.0,4460.0,631.5,20.7,8872102,4830750,242.78000000000003,92.02000000000002,624813.3999999997,310047.9,112.55999999999999,243.19,142959.20000000004,27678.299999999996,4586.050000000001,3177.6499999999996,111.00200000000021,72.41900000000008,1138.14,132.246,136043.0,49117.0,14631.82,863.6200000000001,605.4040000000003,452.7610000000005,181.85100000000006,211.74200000000005,231769,65533,968.971,355.575,7401.810000000002,271.04999999999995,1950972.0,511548.0,164988.00000000003,28258.199999999993,61698.0,30857.0,180.56199999999998,62.48300000000001,36932.0,15438.0,12097.799999999997,2012.3999999999999,10273.4,478.4000000000001,595.0999999999999,397.8999999999999,473.7,1370.9,205912.0,21019.0,4374.800000000001,2204.6000000000004,4044,1069,392824.0,172227.0,9074.0,3611.0,4024.0,3966.0,4152.0,626.0,485103.0,52766.0,48802.0,7786.0,17290232.0,9389521.0,868064,676206,1409559.0,75292.0,89202.0,34072.0,21531.8,3560.1000000000004,6442404,1610992,50292.0,19883.0,14355.7,0.0,1048.0,0.0,33361.0,8473.0,109823.0,382.0,4621.9,20783.699999999993,205727.0,2320.0
2022-04-23,822759.0,0.0,105440.0,21892.0,61196.80000000001,249226.00000000006,32065.0,185.0,9347.300000000001,2591.8,46766.9,3080.2,26431.499999999993,19565.800000000007,3213866,336930,201006.0,267667.0,2351064,64746,9695.800000000003,1120.4,72541.4,607.6999999999999,374162.0,17706.0,34111.0,14398.0,2725.0,111.0,9.102,1.048,15931.300000000005,9816.6,278780.0,48148.0,7118.0,250.0,675.1999999999999,0.4,2265356,5827204,635.1,120.00999999999998,721217.0,7682.1,571.9699999999999,690.75,156439.19999999998,24787.5,3137.0700000000006,1504.52,41.39299999999996,27.115999999999993,1137.8420000000003,125.93000000000002,293023.0,3943.0,14326.37,536.5200000000001,346.42699999999996,61.72900000000002,533.3960000000002,41.664,195766,49367,560.2320000000001,390.412,4109.94,1310.74,2300728.0,828419.0,76746.30000000002,4648.499999999999,37619.0,2931.0,401.17499999999995,9.046,25385.0,2802.0,9367.999999999998,6090.799999999999,4814.499999999999,3009.7000000000003,779.9999999999999,245.2,4451.9,0.0,173880.0,27096.0,2523.3999999999996,325.1,3778,1091,58110.0,17271.0,3980.0,10693.0,2680.0,199.0,23970.0,412.0,111401.0,3449.0,41602.0,3788.0,7267262.0,1344685.0,2361108,346984,929754.0,23780.0,217294.0,24092.0,25097.699999999997,2659.8999999999996,6356754,1240613,80509.0,7239.0,7872.3,1107.8,22065.0,0.0,66386.0,5883.0,82186.0,0.0,10853.0,1156.6,98455.0,10350.0
2022-04-24,936846.0,119.0,117483.0,19831.0,111150.49999999997,98189.90000000001,131723.0,56232.0,17289.9,21.2,15091.500000000005,148.7,30767.300000000007,36690.70000000001,5086791,316777,158186.0,69809.0,658895,90731,14257.599999999995,1447.8999999999999,309576.9,553.2,117136.0,552.0,28671.0,12556.0,2714.0,235.0,1.814,1.037,38007.6,19214.9,280967.0,5440.0,8894.0,473.0,1261.3,7.9,3998328,680088,292.25000000000006,209.13000000000002,341214.40000000014,28172.5,2276.2900000000004,0.0,101025.79999999996,13286.4,8741.019999999999,1733.41,70.90900000000002,30.326999999999995,811.0389999999999,84.152,236972.0,5663.0,11115.309999999998,2290.12,300.884,124.39199999999995,154.00500000000008,25.966,121030,35826,892.279,286.62399999999997,6767.220000000003,541.05,3602705.0,416651.0,115224.09999999998,3643.7,55037.0,14248.0,267.237,31.658,36059.0,2614.0,20973.600000000006,6077.700000000001,8502.7,292.79999999999995,988.2000000000005,19.5,6632.3,29.0,142969.0,25531.0,5639.500000000001,59.800000000000004,3291,653,90525.0,2010.0,6612.0,1967.0,3896.0,500.0,8071.0,0.0,185565.0,12074.0,23466.0,1989.0,6935293.0,1391439.0,1192424,89839,2753705.0,80787.0,387755.0,2558.0,12394.2,1362.7,7156895,1003393,50764.0,54933.0,20652.299999999996,770.3,47495.0,0.0,89127.0,8513.0,171400.0,2192.0,19671.499999999993,1.1,206836.0,9377.0
2022-04-25,3917708.0,563140.0,302695.0,67881.0,145923.09999999998,182925.99999999997,116269.0,13677.0,21035.600000000002,2521.2,137640.3,10836.900000000001,48663.399999999965,72430.20000000001,12309952,650339,140406.0,105328.0,12682832,14831679,38024.39999999999,19406.3,514274.90000000026,69474.89999999998,431491.0,88638.0,134847.0,47476.0,10842.0,7413.0,40.141000000000005,12.315,45668.89999999999,21962.39999999999,769161.0,318419.0,55640.0,949.0,3725.699999999998,71.5,6004505,2225218,1474.3100000000002,863.9599999999998,1432023.199999999,447358.5999999998,4442.779999999999,677.3900000000001,333409.7999999999,143111.69999999995,18701.679999999993,8973.970000000005,121.21400000000018,165.03399999999993,3170.239000000001,2181.8019999999997,1255340.0,299368.0,39323.30999999999,11573.009999999997,748.5309999999992,958.0689999999997,883.256,428.798,986044,466676,1376.9919999999984,741.9549999999999,24972.379999999983,4216.35,6775296.0,1027908.0,323877.1000000001,13109.900000000003,128950.0,9195.0,1101.475,305.459,50326.0,48112.0,57088.89999999994,10033.700000000004,49844.7,4370.3,3876.1000000000013,881.7000000000003,31074.1,1363.2,460131.0,73351.0,30591.70000000001,3255.1,9296,8127,203364.0,33920.0,32286.0,31522.0,12801.0,2577.0,23676.0,6708.0,403987.0,137439.0,145529.0,10528.0,11419207.0,3193996.0,3730754,839869,7129769.0,1681217.0,1095438.0,185765.0,62655.70000000003,21085.299999999996,25857524,18626738,307182.0,120214.0,94294.2,12826.3,116631.0,5804.0,288301.0,62672.0,1080550.0,59904.0,114320.39999999994,15054.5,645616.0,128187.0
2022-04-26,6026823.0,298414.0,236063.0,2734.0,253137.59999999992,16057.6,139471.0,661.0,20405.1,617.5,230103.60000000003,3855.3,52751.899999999965,26688.099999999995,15603429,1287567,180957.0,74031.0,20886554,10577041,47791.00000000001,7975.400000000002,826014.7000000001,120208.90000000002,654321.0,10967.0,166571.0,33860.0,12977.0,2508.0,19.853000000000005,3.585,77123.7,38580.9,1004605.0,106882.0,23355.0,457.0,8037.000000000003,57.199999999999996,4704555,1360766,2477.470000000002,113.07999999999998,2327631.700000005,84614.69999999998,8080.870000000002,370.98,347719.29999999993,189291.20000000004,30140.839999999986,2615.2599999999998,211.8769999999996,100.16900000000017,5803.543000000005,251.66600000000003,1064980.0,11218.0,50325.04,1326.1699999999998,1919.4089999999985,315.25699999999983,779.1899999999995,160.12800000000001,1173678,99989,2088.1600000000003,509.8379999999999,25552.350000000002,1295.93,10774031.0,122266.0,209378.59999999986,71509.59999999996,234918.0,5231.0,1059.5340000000006,75.896,70097.0,13189.0,42900.6,3175.0000000000014,50209.89999999998,1981.6999999999998,5044.099999999996,1033.0,16687.900000000005,9.0,1225765.0,578553.0,27154.0,6193.0,13632,1287,155264.0,18635.0,86606.0,1564.0,22197.0,2613.0,30869.0,288.0,1211802.0,42161.0,111078.0,717.0,15115828.0,3883519.0,5003719,632853,12016593.0,1451144.0,1568605.0,105945.0,101995.70000000001,12760.899999999998,40977338,3285886,373629.0,26627.0,112715.09999999999,2489.8,57082.0,173.0,440407.0,13307.0,1091937.0,3081.0,131924.89999999997,448.9,1272483.0,381503.0
2022-04-27,999925.0,1048233.0,39127.0,22949.0,41470.19999999998,70794.40000000001,30426.0,3481.0,4323.7,2423.2999999999997,24776.5,9626.599999999999,10347.399999999996,21211.800000000003,4228494,1796836,27937.0,43472.0,10353393,8194038,21429.600000000002,21566.699999999997,124755.2,196745.69999999998,152733.0,31386.0,70308.0,43902.0,3069.0,2067.0,8.032,0.151,18794.999999999996,23646.9,294237.0,195326.0,5152.0,602.0,231.2,35.4,800336,386856,419.93,153.53000000000003,667644.6000000001,300426.3,561.86,48.1,61388.500000000015,50211.00000000001,5978.17,1618.8900000000003,82.22800000000012,132.90800000000016,673.7069999999998,543.3450000000001,89132.0,152703.0,15831.689999999997,2930.4999999999995,433.92000000000047,616.4399999999995,124.43100000000004,102.626,463511,216916,1178.851,428.3669999999999,7544.0999999999985,10314.309999999998,1880275.0,570838.0,76358.89999999997,40230.8,67100.0,48335.0,89.458,42.477,25327.0,9406.0,12969.800000000005,8926.799999999997,10062.100000000002,764.4,2476.1,2333.7000000000007,3276.6,1069.3000000000002,269010.0,193982.0,2587.4,1094.1000000000004,4146,4436,11372.0,126.0,11741.0,3633.0,19079.0,2773.0,2672.0,10290.0,195056.0,26018.0,6487.0,4546.0,9974957.0,6660149.0,1767767,1777779,3837766.0,1125034.0,135459.0,167516.0,22389.700000000004,12506.299999999997,8725652,9889898,58735.0,51912.0,1072.7,1051.0,8081.0,0.0,28565.0,37980.0,112790.0,24707.0,2156.3999999999996,559.1,125620.0,98206.0
