,PEOPLEUSDT_PERP.A_longliq,PEOPLEUSDT_PERP.A_shortliq,RENUSDT_PERP.A_longliq,RENUSDT_PERP.A_shortliq,CRVUSDT_PERP.A_longliq,CRVUSDT_PERP.A_shortliq,STORJUSDT_PERP.A_longliq,STORJUSDT_PERP.A_shortliq,RLCUSDT_PERP.A_longliq,RLCUSDT_PERP.A_shortliq,SXPUSDT_PERP.A_longliq,SXPUSDT_PERP.A_shortliq,KAVAUSDT_PERP.A_longliq,KAVAUSDT_PERP.A_shortliq,RSRUSDT_PERP.A_longliq,RSRUSDT_PERP.A_shortliq,MTLUSDT_PERP.A_longliq,MTLUSDT_PERP.A_shortliq,DOGEUSDT_PERP.A_longliq,DOGEUSDT_PERP.A_shortliq,WAVESUSDT_PERP.A_longliq,WAVESUSDT_PERP.A_shortliq,ALGOUSDT_PERP.A_longliq,ALGOUSDT_PERP.A_shortliq,MATICUSDT_PERP.A_longliq,MATICUSDT_PERP.A_shortliq,NEARUSDT_PERP.A_longliq,NEARUSDT_PERP.A_shortliq,AVAXUSDT_PERP.A_longliq,AVAXUSDT_PERP.A_shortliq,MKRUSDT_PERP.A_longliq,MKRUSDT_PERP.A_shortliq,SNXUSDT_PERP.A_longliq,SNXUSDT_PERP.A_shortliq,FTMUSDT_PERP.A_longliq,FTMUSDT_PERP.A_shortliq,UNIUSDT_PERP.A_longliq,UNIUSDT_PERP.A_shortliq,TRBUSDT_PERP.A_longliq,TRBUSDT_PERP.A_shortliq,TRXUSDT_PERP.A_longliq,TRXUSDT_PERP.A_shortliq,BNBUSDT_PERP.A_longliq,BNBUSDT_PERP.A_shortliq,XRPUSDT_PERP.A_longliq,XRPUSDT_PERP.A_shortliq,NEOUSDT_PERP.A_longliq,NEOUSDT_PERP.A_shortliq,EOSUSDT_PERP.A_longliq,EOSUSDT_PERP.A_shortliq,ETCUSDT_PERP.A_longliq,ETCUSDT_PERP.A_shortliq,BTCUSDT_PERP.A_longliq,BTCUSDT_PERP.A_shortliq,LTCUSDT_PERP.A_longliq,LTCUSDT_PERP.A_shortliq,XLMUSDT_PERP.A_longliq,XLMUSDT_PERP.A_shortliq,LINKUSDT_PERP.A_longliq,LINKUSDT_PERP.A_shortliq,ETHUSDT_PERP.A_longliq,ETHUSDT_PERP.A_shortliq,BCHUSDT_PERP.A_longliq,BCHUSDT_PERP.A_shortliq,ADAUSDT_PERP.A_longliq,ADAUSDT_PERP.A_shortliq,XMRUSDT_PERP.A_longliq,XMRUSDT_PERP.A_shortliq,ATOMUSDT_PERP.A_longliq,ATOMUSDT_PERP.A_shortliq,VETUSDT_PERP.A_longliq,VETUSDT_PERP.A_shortliq,THETAUSDT_PERP.A_longliq,THETAUSDT_PERP.A_shortliq,SUSHIUSDT_PERP.A_longliq,SUSHIUSDT_PERP.A_shortliq,COMPUSDT_PERP.A_longliq,COMPUSDT_PERP.A_shortliq,RUNEUSDT_PERP.A_longliq,RUNEUSDT_PERP.A_shortliq,DOTUSDT_PERP.A_longliq,DOTUSDT_PERP.A_shortliq,FILUSDT_PERP.A_longliq,FILUSDT_PERP.A_shortliq,AAVEUSDT_PERP.A_longliq,AAVEUSDT_PERP.A_shortliq,UNFIUSDT_PERP.A_longliq,UNFIUSDT_PERP.A_shortliq,GRTUSDT_PERP.A_longliq,GRTUSDT_PERP.A_shortliq,GTCUSDT_PERP.A_longliq,GTCUSDT_PERP.A_shortliq,SOLUSDT_PERP.A_longliq,SOLUSDT_PERP.A_shortliq,OCEANUSDT_PERP.A_longliq,OCEANUSDT_PERP.A_shortliq,BELUSDT_PERP.A_longliq,BELUSDT_PERP.A_shortliq,AXSUSDT_PERP.A_longliq,AXSUSDT_PERP.A_shortliq,MASKUSDT_PERP.A_longliq,MASKUSDT_PERP.A_shortliq,ALPHAUSDT_PERP.A_longliq,ALPHAUSDT_PERP.A_shortliq,1INCHUSDT_PERP.A_longliq,1INCHUSDT_PERP.A_shortliq,LINAUSDT_PERP.A_longliq,LINAUSDT_PERP.A_shortliq,GALAUSDT_PERP.A_longliq,GALAUSDT_PERP.A_shortliq,CELRUSDT_PERP.A_longliq,CELRUSDT_PERP.A_shortliq,CHZUSDT_PERP.A_longliq,CHZUSDT_PERP.A_shortliq,ALICEUSDT_PERP.A_longliq,ALICEUSDT_PERP.A_shortliq,1000SHIBUSDT_PERP.A_longliq,1000SHIBUSDT_PERP.A_shortliq,SANDUSDT_PERP.A_longliq,SANDUSDT_PERP.A_shortliq,LITUSDT_PERP.A_longliq,LITUSDT_PERP.A_shortliq,C98USDT_PERP.A_longliq,C98USDT_PERP.A_shortliq,MANAUSDT_PERP.A_longliq,MANAUSDT_PERP.A_shortliq,HBARUSDT_PERP.A_longliq,HBARUSDT_PERP.A_shortliq,DYDXUSDT_PERP.A_longliq,DYDXUSDT_PERP.A_shortliq,COTIUSDT_PERP.A_longliq,COTIUSDT_PERP.A_shortliq
2023-02-14,198660.0,118807.0,0.0,2503.0,313881.49999999994,333726.3,51093.0,14260.0,9559.5,41628.70000000001,117085.2,163509.7,3469.4,30624.3,0,1287808,29.0,13688.0,491372,3809866,0.0,893.8,1397.1,19744.3,137057.0,455287.0,6986.0,38170.0,1621.0,8093.0,44.675,50.627,0.0,2866.0,598841.0,2001595.0,41.0,1519.0,192.89999999999998,738.4,9917,1015899,693.68,1059.5499999999997,270732.30000000005,800083.3,10.1,726.6299999999999,13400.900000000003,68688.09999999999,3087.2500000000005,12365.719999999998,123.88700000000003,182.49599999999978,369.209,2520.173000000001,4157.0,286528.0,8769.710000000001,19090.26,1260.0929999999998,2855.8619999999996,223.037,473.7140000000001,154834,2689052,23.971,14.257,1689.0400000000004,3574.530000000001,13928.0,261780.0,0.0,36873.7,184.0,8336.0,0.0,53.45599999999999,350.0,5824.0,7373.1,15363.2,64.9,75973.7,88.09999999999998,57.8,1516.0,4659.1,535475.0,2439048.0,661.4,665.1,26713,46317,106619.0,475030.0,0.0,27866.0,151.0,15536.0,4580.0,18985.0,275.0,29233.0,0.0,3305.0,4269.0,813829.0,1543900,2370965,500683.0,1733329.0,105130.0,412345.0,0.0,6110.9,6321305,14793861,109825.0,758572.0,37188.2,26932.7,2697.0,138123.0,45899.0,553786.0,598172.0,494764.0,5133.200000000001,146464.6,24318.0,93657.0
2023-02-15,10348.0,937490.0,11720.0,109983.0,1863.6000000000004,424824.8999999998,264.0,53991.0,1487.4999999999998,30917.499999999993,25740.0,195977.50000000003,2360.7000000000003,34866.7,50444,1616921,3450.0,8381.0,1184745,10293219,121.0,12319.800000000001,695.6,143492.09999999998,34432.0,766231.0,289.0,396599.0,383.0,23105.0,6.098999999999999,40.389,4.0,9045.100000000002,666799.0,2635824.0,2199.0,5074.0,116.6,1446.8,7884,3849665,168.79999999999995,4627.790000000001,99878.90000000001,1914311.7,220.65,4716.54,3358.6000000000004,338883.80000000016,1733.21,26392.889999999992,81.96600000000002,304.7089999999993,278.897,12958.707999999997,16873.0,576490.0,2746.29,50889.99999999996,909.5959999999998,3436.487999999999,117.50899999999997,3265.3659999999986,203117,2617438,39.227999999999994,142.686,1098.67,25859.710000000003,1628.0,923314.0,140.3,51857.500000000015,19547.0,47163.0,20.926000000000002,1038.0990000000002,1818.0,14741.0,349.40000000000003,24853.800000000003,212.4,95499.7,9.5,986.2000000000003,224.9,3688.1,285733.0,1693650.0,2147.2,21130.4,7990,66803,113854.0,366979.0,294.0,35570.0,143.0,34322.0,5019.0,83040.0,5355.0,99102.0,3.0,12177.0,147155.0,1932992.0,1775979,12905379,94348.0,6269128.0,44359.0,631234.0,9.9,15791.500000000005,7490015,53858807,87011.0,454084.0,44391.8,261333.6,19107.0,220013.0,58808.0,389891.0,264529.0,1282893.0,6782.3,130484.70000000001,5716.0,134426.0
2023-02-16,3200829.0,389771.0,256131.0,59173.0,534235.0999999999,229008.49999999997,363354.0,10706.0,54159.50000000001,7382.299999999998,384035.9,223806.7000000001,132225.7,4881.7,6508395,8978238,39595.0,22808.0,15291797,3784610,29424.799999999992,8523.1,138051.6,116520.29999999999,535253.0,975095.0,195239.0,57739.0,22921.0,7926.0,158.68600000000006,15.119,35584.40000000001,4257.0,1690587.0,877990.0,8100.0,945.0,2957.9,498.90000000000003,2767447,1030613,2297.159999999999,2575.47,2969499.599999999,260455.1999999999,6544.150000000002,980.4299999999998,369330.1999999999,49590.49999999998,18998.579999999994,9274.849999999997,351.8540000000001,249.4530000000001,6388.602,3773.9749999999985,714879.0,174805.0,109965.35999999997,49007.789999999986,3981.891000000004,3126.097,1198.8540000000005,284.80899999999997,2047053,613318,591.6020000000002,112.73400000000002,23424.980000000003,5299.710000000002,1659898.0,204986.0,91882.80000000003,66515.8,49621.0,20287.0,3023.260999999999,188.444,103555.0,10675.0,88524.19999999998,14408.299999999997,103960.80000000006,55387.20000000001,500.3,511.29999999999984,12906.900000000007,4268.399999999999,2901816.0,568190.0,39665.499999999985,8595.4,58945,19782,783045.0,128166.0,96257.0,29953.0,35573.0,2592.0,110245.0,56537.0,839026.0,110483.0,88343.0,1820.0,4067736.0,1692169.0,25974183,5478010,2831672.0,200631.0,1119037.0,314514.0,28453.7,8208.9,56704224,12789774,1373818.0,630615.0,238509.49999999994,67994.90000000001,419841.0,444037.0,965481.0,135444.0,1659428.0,247952.0,360796.40000000014,116452.59999999995,621112.0,111149.0
2023-02-17,53786.0,151549.0,9679.0,9078.0,158658.6,180909.1,270543.0,114651.0,1419.3,1778.0,50603.90000000001,6435.3,12507.300000000001,2905.0,2395474,16332238,515.0,15825.0,4369429,2058813,623.5,2273.7000000000003,607.6,27141.200000000004,258042.0,975383.0,3313.0,24734.0,5043.0,8213.0,2.9240000000000004,0.606,1123.5,729.0,485546.0,526447.0,740.0,1572.0,316.4,431.8,401435,2306162,466.40000000000015,1145.2699999999998,1869715.6000000003,761166.2000000001,394.4200000000001,1697.4800000000002,223402.80000000008,359680.9000000001,4728.250000000001,8588.560000000001,260.86899999999997,386.8679999999991,876.4809999999999,1093.699,11060.0,37873.0,7405.69,65865.13,1997.850999999999,3399.005000000005,214.374,568.762,309026,1141563,168.72400000000002,13.344,1759.6799999999996,5343.369999999999,304346.0,1176019.0,5541.8,117746.70000000001,2883.0,13875.0,233.485,127.93699999999998,7233.0,11154.0,20296.0,90454.89999999995,20861.899999999998,312057.0000000001,58.300000000000004,109.4,374.9,1300.3999999999999,374364.0,195131.0,1580.2,5407.8,13973,29356,20278.0,236960.0,7286.0,21110.0,3727.0,8342.0,19847.0,12548.0,44030.0,42585.0,63097.0,12807.0,166329.0,983175.0,3594723,2939503,149556.0,90651.0,290613.0,98948.0,205.8,12437.399999999996,7197851,11842662,169601.0,311018.0,41137.2,33699.09999999999,16665.0,133511.0,73313.0,273474.0,25137.0,30164.0,50154.899999999994,97455.70000000003,190902.0,374304.0
2023-02-18,180027.0,3966.0,0.0,805.0,8941.7,105492.7,22182.0,70.0,6542.6,1295.7,348.9,27105.2,1441.9,692.6,5540985,12899137,15377.0,26904.0,505683,1473525,6.9,35.300000000000004,1247.0,16039.2,367445.0,148297.0,27925.0,138436.0,1225.0,6680.0,3.2560000000000002,0.0,66.8,0.0,313121.0,104134.0,256.0,1963.0,279.29999999999995,72.9,62279,98675,103.7,187.29999999999998,118084.1,50496.3,388.58000000000004,540.5999999999999,177203.50000000003,320772.70000000007,4060.3200000000006,4131.249999999998,52.09599999999998,69.30100000000006,318.71099999999996,507.3329999999999,18976.0,831679.0,21887.379999999997,53205.91999999999,247.8479999999999,261.992,209.72700000000003,389.91199999999986,175468,418021,32.84,2.392,1430.0300000000002,973.4700000000001,267822.0,24739.0,5995.900000000001,37321.5,0.0,7735.0,12.597,292.87399999999997,352.0,1374.0,9240.4,12915.699999999997,29972.100000000002,20857.300000000007,0.0,179.60000000000002,61.099999999999994,5.0,172333.0,532071.0,2171.3999999999996,19897.1,9755,17081,111591.0,84558.0,1092.0,28248.0,572.0,3963.0,13496.0,19283.0,7133.0,203.0,348.0,13163.0,325478.0,236212.0,1325292,133048,174367.0,174793.0,38172.0,6050.0,99.8,1931.4999999999998,6027953,3552882,133471.0,130612.0,9936.5,21851.3,36290.0,32661.0,41042.0,74977.0,187358.0,14361.0,12193.599999999999,5988.5,103734.0,29357.0
2023-02-19,1361603.0,1260965.0,186978.0,12988.0,62923.59999999999,86252.19999999997,195840.0,11627.0,25210.299999999996,3388.2000000000003,194308.89999999994,39216.09999999999,29848.300000000003,25288.5,9246372,2696868,77918.0,208860.0,1390118,360460,8103.200000000001,36051.7,117991.4,24571.300000000007,149956.0,267671.0,54460.0,124564.0,5336.0,4306.0,25.208000000000002,20.100999999999996,4784.0,3399.3,497118.0,143239.0,1498.0,4758.0,772.4999999999999,887.1,389097,740768,868.3899999999992,274.62999999999994,1310179.0000000005,197543.80000000002,7508.640000000001,10410.300000000001,436479.5999999998,310424.1999999996,17760.37,6846.270000000003,106.14900000000007,208.85300000000012,1523.6929999999998,1015.9259999999999,83129.0,96573.0,47627.749999999985,36514.54,1303.3340000000005,1353.344999999999,427.55,624.9119999999998,404433,227056,10.629999999999999,20.151,11771.150000000003,5080.6900000000005,2031946.0,2555475.0,40539.2,10487.800000000001,17810.0,30652.0,2213.0849999999996,1895.703,14461.0,14850.0,54554.799999999996,60667.79999999999,53400.000000000015,211144.69999999984,351.5,623.7999999999998,6060.9000000000015,507.80000000000007,798101.0,466961.0,46427.40000000001,20481.699999999993,28692,52316,200171.0,71722.0,16098.0,55247.0,6045.0,686.0,45060.0,14691.0,1092995.0,399425.0,75226.0,12410.0,1214401.0,1144117.0,4369136,1837943,880386.0,216287.0,570493.0,284929.0,9420.899999999998,818.2,22853933,15308185,460082.0,366615.0,92595.60000000003,114203.59999999996,113202.0,149050.0,172843.0,306967.0,538672.0,748087.0,95253.5,43476.600000000006,448581.0,14735.0
2023-02-20,1337008.0,1308409.0,120174.0,6271.0,89163.09999999998,72013.40000000001,379183.0,264933.0,19063.500000000004,2919.6000000000004,131254.6,79401.20000000001,12429.399999999998,14978.800000000003,3649022,7994628,116242.0,86943.0,1073453,825032,31940.0,39472.99999999999,46187.69999999999,35697.200000000004,243986.0,131828.0,21953.0,94858.0,6599.0,7944.0,61.752,2.0250000000000004,3320.2999999999997,2584.5,738516.0,64123.0,3098.0,480.0,851.6,670.6999999999999,1048993,908351,1047.3200000000002,437.27000000000004,843343.5000000001,788859.5000000001,12953.699999999995,39699.869999999966,103797.59999999999,91055.8,10192.289999999999,11976.81,179.3320000000001,162.41800000000003,2890.1909999999993,298.8949999999999,345328.0,220520.0,42673.27999999999,21172.940000000002,1634.2600000000002,1205.9959999999992,665.0369999999997,1794.7609999999995,491573,140930,111.16299999999998,49.505,2394.539999999999,834.8499999999998,807995.0,1298199.0,18979.1,69686.90000000001,56752.0,12814.0,742.6529999999999,109.76800000000001,24612.0,6933.0,45059.400000000016,2029.3000000000004,51383.09999999998,50154.50000000002,487.79999999999984,5.800000000000001,8716.5,8523.300000000001,350519.0,134265.0,7607.4,4616.699999999999,29372,41433,183330.0,90287.0,87161.0,272889.0,4734.0,4186.0,43662.0,2804.0,149238.0,152398.0,24575.0,10612.0,3302545.0,3717989.0,3692953,1265672,262450.0,1493452.0,103517.0,196134.0,2989.5,3320.7999999999997,18991823,7365987,622977.0,571356.0,71870.1,68357.8,87146.0,29987.0,267879.0,143989.0,516179.0,220387.0,40808.899999999994,21026.5,96772.0,3260.0
2023-02-21,2083020.0,52007.0,32465.0,295241.0,250178.89999999997,6638.900000000001,485976.0,29758.0,47919.100000000006,11972.200000000003,189181.2,69965.6,52867.000000000015,1212.8,7598325,667883,99289.0,1037.0,2860578,110938,39969.50000000001,917.6000000000001,113991.79999999997,18320.0,685899.0,80887.0,164708.0,643.0,14601.0,7738.0,50.576,3.8849999999999993,22997.500000000004,69.2,1219029.0,353077.0,11501.0,180.0,1007.4999999999998,608.7,1446108,76033,918.0900000000003,148.17,1165656.0000000002,115429.09999999998,24448.379999999994,16746.509999999995,460975.10000000027,67584.59999999999,26506.37999999999,12029.26999999999,266.7389999999998,242.896,3754.804,527.2449999999999,289614.0,186713.0,62474.02000000001,3804.7800000000007,1934.3479999999988,856.6980000000001,1732.4899999999998,923.024,1376862,76142,196.267,0.608,12343.089999999998,110.85,2936438.0,409063.0,114868.6,394.99999999999994,50870.0,136.0,528.5280000000001,55.07000000000001,54949.0,597.0,37666.99999999999,2482.7999999999997,169883.79999999987,33858.299999999996,499.60000000000014,0.6000000000000001,20129.8,7306.9000000000015,1279374.0,287611.0,26254.599999999995,1778.9,42343,23735,596177.0,90739.0,329227.0,299521.0,18076.0,6423.0,38778.0,10304.0,582631.0,248732.0,109229.0,118179.0,28137383.0,47379835.0,9509218,386989,705414.0,202884.0,711318.0,4898.0,31493.000000000004,33613.2,18273146,1793985,959270.0,51113.0,100550.6,12961.8,476344.0,322837.0,429436.0,20994.0,1021997.0,24805.0,113953.20000000006,3618.1000000000004,599703.0,175.0
2023-02-22,2831239.0,4561.0,1810151.0,543639.0,341548.3,5007.099999999999,281402.0,43890.0,34470.1,1306.6000000000001,342468.8,12.8,228622.40000000005,864.9999999999999,17073348,4511906,107837.0,3919.0,13032527,893344,33802.5,344.2,331398.3,6703.6,331662.0,208677.0,145513.0,1917.0,21178.0,4248.0,31.168999999999997,4.611,32288.299999999996,775.1,1649618.0,303842.0,10180.0,0.0,4310.300000000002,3308.7000000000007,1644048,128540,1160.0299999999988,385.5600000000001,1100082.1000000006,263202.20000000007,15130.16,7637.569999999999,218252.10000000003,23767.799999999992,16203.939999999999,2510.42,322.2259999999997,188.69100000000006,6161.851000000002,1147.6849999999995,493784.0,144.0,48963.52,26247.5,3362.625000000001,1502.3759999999997,3170.5399999999995,111.72899999999998,1745272,218814,434.9249999999999,0.0,20646.850000000013,269.79,1348253.0,51949.0,115754.49999999997,1053.5,55378.0,5167.0,2050.9060000000004,0.0,69039.0,0.0,33532.30000000002,7339.6,128290.20000000011,96471.99999999991,889.4000000000001,16.8,16202.2,3700.9000000000005,1291467.0,156552.0,67588.3,3515.100000000001,58481,23454,529487.0,70712.0,148229.0,82289.0,46035.0,265.0,62012.0,10388.0,478799.0,143294.0,209213.0,13610.0,10646015.0,13727267.0,7625461,817777,2776911.0,470509.0,959827.0,9783.0,20767.199999999993,6209.8,25170347,7889295,665082.0,93489.0,120940.20000000001,12135.1,267690.0,121199.0,282035.0,35766.0,836603.0,51808.0,181156.60000000012,13410.400000000003,395066.0,17930.0
2023-02-23,588884.0,33331.0,405879.0,1645.0,151428.50000000006,48900.899999999994,15858.0,10399.0,7630.799999999999,6828.200000000001,40892.899999999994,8982.1,24915.600000000002,10192.9,767613,5954982,773.0,946.0,4485103,543073,3545.0000000000005,2022.8000000000002,40254.8,4008.6,204011.0,125477.0,27096.0,13062.0,16138.0,3922.0,15.807,0.178,2715.9,5521.399999999999,460108.0,132063.0,1943.0,121.0,1091.3000000000002,694.0000000000002,118025,318006,584.9599999999998,392.6999999999999,520541.00000000006,89754.8,5598.590000000001,1484.74,119892.20000000004,24477.300000000003,16232.179999999998,3395.9900000000007,236.7219999999997,198.53600000000006,1528.6029999999998,531.644,118909.0,6754.0,39131.630000000005,58882.25999999998,2364.9219999999978,2425.944999999998,510.31999999999994,307.135,604476,203630,665.4199999999998,6.935,1905.4599999999996,1487.9800000000002,884110.0,595272.0,6548.700000000001,6639.9,2250.0,17076.0,540.48,226.97299999999998,8187.0,1208.0,26112.499999999996,39673.40000000001,32110.300000000003,26715.999999999996,40.099999999999994,51.099999999999994,4509.9,634.4000000000001,515631.0,175715.0,9786.6,3077.8,26472,15717,171274.0,28177.0,39175.0,15576.0,1296.0,561.0,16568.0,766.0,807902.0,493611.0,65703.0,0.0,5978717.0,1199250.0,4371235,1510432,1087179.0,1570764.0,160763.0,75016.0,14144.1,8557.8,14102837,6173986,364120.0,34126.0,63446.3,531.3000000000001,229725.0,1505.0,143551.0,93758.0,38623.0,117412.0,68543.39999999998,42310.799999999996,125381.0,22526.0
2023-02-24,3139036.0,0.0,662107.0,0.0,952471.6000000002,0.0,228110.0,1025.0,27901.9,1141.0,241705.19999999998,977.8000000000001,103771.30000000002,11049.900000000001,21266435,5461054,68158.0,5.0,6739934,111583,52745.59999999998,501.2,375441.30000000005,1040.5,736672.0,17352.0,167885.0,1806.0,38167.0,82.0,131.802,0.274,32676.100000000006,19927.299999999996,1679189.0,69305.0,9321.0,0.0,4550.900000000001,42.300000000000004,1924709,38829,1758.3899999999985,292.57000000000005,1284696.4000000001,52093.400000000016,20799.479999999996,551.96,516624.9999999999,17449.6,27523.569999999985,565.88,283.21999999999906,141.54500000000013,7310.394000000004,151.43699999999998,1078865.0,438.0,129612.32000000002,14361.059999999996,2366.391999999999,1059.2959999999996,2194.2769999999996,56.339000000000006,1548334,123459,662.8420000000001,0.07,29425.109999999986,1339.24,2690961.0,247.0,74098.79999999999,88470.0,87607.0,4440.0,2327.851,20.449,86182.0,0.0,101547.50000000003,1532.2,163142.90000000005,6169.2,1521.8999999999999,0.30000000000000004,20583.700000000004,906.4,1238202.0,3752.0,53418.4,0.0,39654,12898,336914.0,6372.0,219817.0,598.0,15131.0,0.0,69638.0,184.0,1059037.0,13423.0,122015.0,1700.0,18724459.0,4251795.0,15985806,450851,7190614.0,10817.0,1559635.0,93968.0,59449.39999999997,37.0,61315927,927191,944990.0,12108.0,211720.6999999999,346.70000000000005,529965.0,57.0,573930.0,35404.0,1816550.0,84261.0,203638.69999999998,49100.7,968726.0,11957.0
2023-02-25,4960839.0,0.0,510837.0,0.0,174187.29999999996,46524.0,150025.0,2331.0,23680.0,670.0999999999999,160598.4,0.0,67294.99999999997,4352.0,11118341,1482345,17070.0,2455.0,3477954,232262,33769.69999999999,0.0,166262.8,0.0,453459.0,124505.0,235398.0,92.0,17299.0,866.0,38.17899999999999,7.668,28608.399999999994,150.1,980740.0,163792.0,13279.0,25.0,6064.5999999999985,13.2,1040911,63826,732.9299999999998,107.88,438982.1000000001,183111.9,13301.170000000002,3737.7500000000005,274132.1000000001,11236.699999999999,15865.609999999995,1708.07,162.15499999999997,54.982000000000035,2222.7810000000004,745.9230000000003,599195.0,0.0,42881.270000000004,5804.19,1887.6129999999969,531.852,879.4939999999997,259.791,663306,82186,537.4960000000002,0.0,16168.57,942.7999999999998,2739155.0,322.0,106122.59999999999,7849.0,96052.0,11.0,1667.679,71.10100000000001,45942.0,0.0,60385.99999999999,791.9000000000001,107229.29999999996,12055.199999999997,979.9000000000003,0.0,12258.099999999997,321.1,1735811.0,60347.0,23521.699999999993,4829.1,29726,13635,752150.0,58905.0,93794.0,54773.0,23298.0,400.0,37229.0,4704.0,480639.0,4256.0,184081.0,26.0,10816197.0,2698911.0,9354856,1668846,2644230.0,126791.0,734710.0,5004.0,29647.3,9.6,28122160,5868511,833509.0,82203.0,67454.99999999999,17727.0,332837.0,8592.0,602931.0,31358.0,974318.0,6969.0,115249.29999999999,97683.00000000003,596234.0,7549.0
2023-02-26,8236.0,72914.0,755.0,2616.0,306.9,21063.6,0.0,1081.0,1316.4,866.5,0.0,2883.6,1869.6,0.0,242202,3320210,33.0,473.0,1306,957385,3.1,0.0,5000.0,8035.099999999999,68722.0,262975.0,218.0,31632.0,608.0,1609.0,0.257,18.825999999999997,101.3,5178.599999999999,55059.0,431981.0,224.0,714.0,0.0,255.10000000000002,563,513947,21.72,563.27,134165.4,223062.0,0.0,9935.119999999999,33781.2,19874.200000000004,952.0800000000002,4728.769999999999,72.72700000000005,117.78499999999995,198.612,1353.7199999999996,0.0,80965.0,6813.4900000000025,11969.45,471.5879999999999,1440.7540000000006,51.876999999999995,456.7380000000001,130537,301416,0.0,2.2479999999999998,48.489999999999995,455.9800000000001,0.0,547139.0,745.2,32088.800000000003,0.0,4115.0,0.0,84.23599999999999,0.0,98.0,1775.6,6438.200000000002,1859.6000000000001,19128.300000000003,0.0,28.5,0.0,671.8000000000001,11176.0,517731.0,3038.3000000000006,1089.9,6464,20802,5153.0,99745.0,1364.0,4608.0,16.0,16861.0,71.0,16135.0,138.0,113300.0,13303.0,11140.0,2365443.0,1126096.0,347286,1169541,33259.0,51425.0,14990.0,136294.0,0.0,4333.099999999999,2591976,12454455,22711.0,56509.0,8831.7,15210.099999999997,1.0,30422.0,31353.0,95535.0,2900.0,28946.0,21892.7,66475.79999999999,4585.0,1515.0
2023-02-27,324522.0,6600.0,16248.0,163728.0,75314.4,15952.199999999999,51007.0,0.0,9653.300000000003,168.5,148888.19999999995,121.9,18585.7,1141.1999999999998,7445739,3587342,12135.0,3130.0,1602269,154091,4630.5,99.6,25734.900000000005,5780.8,389320.0,287061.0,58017.0,12819.0,7269.0,4197.0,19.656999999999996,58.43999999999999,3424.6000000000004,7662.000000000001,801956.0,156375.0,2812.0,658.0,505.4000000000001,219.2,636894,25359,487.16999999999985,147.62999999999997,565141.2,115587.69999999997,7584.6,13413.12999999999,149844.1,101632.50000000001,8522.19,1502.2900000000002,167.3579999999999,102.96700000000016,1917.13,1063.1209999999999,838199.0,591.0,70936.15000000004,10125.77,1607.1780000000006,1555.4819999999997,495.157,188.60999999999999,612335,95480,184.21800000000002,3.2809999999999997,4283.700000000002,1154.78,991541.0,494985.0,101779.2,6625.500000000001,23813.0,1406.0,722.276,23.278,2091.0,0.0,18928.299999999996,2800.4,50866.00000000002,49390.80000000002,75.3,39.7,4147.500000000001,3.8,536061.0,90910.0,21716.199999999997,55562.900000000016,21511,6765,231541.0,17544.0,39024.0,543.0,825.0,968.0,13736.0,10199.0,252850.0,782.0,48373.0,219.0,5443936.0,2924159.0,7173332,3612247,443737.0,84055.0,110627.0,0.0,11335.600000000002,694.4,14864946,1283239,215315.0,103555.0,76315.39999999998,30445.999999999996,52803.0,3550.0,316586.0,143217.0,741325.0,145298.0,123325.20000000006,67302.50000000001,341216.0,41796.0
2023-02-28,529391.0,0.0,232897.0,451224.0,34706.5,513.0,18235.0,0.0,9973.400000000001,2274.1,148277.4999999999,0.0,24386.300000000003,8859.199999999999,4783926,876216,13385.0,146.0,3896900,484486,9452.699999999999,81.2,95038.4,792.6,263393.0,37072.0,108252.0,9.0,25931.0,268.0,3.867,1.974,15747.7,17944.800000000003,1666808.0,17024.0,5002.0,273.0,1534.3000000000002,202.4,175182,14838,382.8,25.87,491629.6000000001,157741.30000000002,17690.570000000003,369.78000000000003,216253.1,252816.1,11911.750000000005,1009.0799999999999,185.03100000000015,72.13500000000005,1534.4019999999998,749.0570000000001,150653.0,0.0,35700.17000000001,5916.130000000001,1578.6900000000003,905.8189999999993,1176.4690000000005,25.375000000000004,985475,88758,9.393,0.596,18023.860000000004,43.54,3394157.0,573.0,102292.99999999999,0.0,15496.0,1229.0,370.35800000000006,0.0,12061.0,14.0,30712.89999999999,48.5,76873.1,92.8,483.70000000000005,0.0,6621.9,0.2,892297.0,266868.0,51500.70000000001,10885.099999999999,24893,5177,460235.0,211250.0,47392.0,0.0,4115.0,0.0,15577.0,7211.0,215217.0,3004.0,18773.0,2516.0,7175296.0,979048.0,5820546,625712,854934.0,118895.0,596941.0,74679.0,23529.100000000002,0.0,25265626,11603,355380.0,10635.0,60863.899999999994,22.8,138776.0,265.0,617352.0,43571.0,855546.0,0.0,93133.40000000005,135927.00000000006,236178.0,0.0
