,PEOPLEUSDT_PERP.A_ls_ratio,OMGUSDT_PERP.A_ls_ratio,BALUSDT_PERP.A_ls_ratio,RENUSDT_PERP.A_ls_ratio,CRVUSDT_PERP.A_ls_ratio,STORJUSDT_PERP.A_ls_ratio,RLCUSDT_PERP.A_ls_ratio,SXPUSDT_PERP.A_ls_ratio,KAVAUSDT_PERP.A_ls_ratio,RSRUSDT_PERP.A_ls_ratio,MTLUSDT_PERP.A_ls_ratio,DOGEUSDT_PERP.A_ls_ratio,BANDUSDT_PERP.A_ls_ratio,WAVESUSDT_PERP.A_ls_ratio,KSMUSDT_PERP.A_ls_ratio,ALGOUSDT_PERP.A_ls_ratio,MATICUSDT_PERP.A_ls_ratio,KNCUSDT_PERP.A_ls_ratio,ZILUSDT_PERP.A_ls_ratio,BLZUSDT_PERP.A_ls_ratio,NEARUSDT_PERP.A_ls_ratio,AVAXUSDT_PERP.A_ls_ratio,MKRUSDT_PERP.A_ls_ratio,SNXUSDT_PERP.A_ls_ratio,ENJUSDT_PERP.A_ls_ratio,ZRXUSDT_PERP.A_ls_ratio,FLMUSDT_PERP.A_ls_ratio,FTMUSDT_PERP.A_ls_ratio,UNIUSDT_PERP.A_ls_ratio,SKLUSDT_PERP.A_ls_ratio,TRBUSDT_PERP.A_ls_ratio,TRXUSDT_PERP.A_ls_ratio,BNBUSDT_PERP.A_ls_ratio,XRPUSDT_PERP.A_ls_ratio,NEOUSDT_PERP.A_ls_ratio,EOSUSDT_PERP.A_ls_ratio,ETCUSDT_PERP.A_ls_ratio,BTCUSDT_PERP.A_ls_ratio,LTCUSDT_PERP.A_ls_ratio,XLMUSDT_PERP.A_ls_ratio,LINKUSDT_PERP.A_ls_ratio,ETHUSDT_PERP.A_ls_ratio,BCHUSDT_PERP.A_ls_ratio,ADAUSDT_PERP.A_ls_ratio,XMRUSDT_PERP.A_ls_ratio,DASHUSDT_PERP.A_ls_ratio,ZECUSDT_PERP.A_ls_ratio,ONTUSDT_PERP.A_ls_ratio,ATOMUSDT_PERP.A_ls_ratio,XTZUSDT_PERP.A_ls_ratio,IOTAUSDT_PERP.A_ls_ratio,BATUSDT_PERP.A_ls_ratio,VETUSDT_PERP.A_ls_ratio,QTUMUSDT_PERP.A_ls_ratio,IOSTUSDT_PERP.A_ls_ratio,THETAUSDT_PERP.A_ls_ratio,AUDIOUSDT_PERP.A_ls_ratio,SUSHIUSDT_PERP.A_ls_ratio,COMPUSDT_PERP.A_ls_ratio,RUNEUSDT_PERP.A_ls_ratio,DOTUSDT_PERP.A_ls_ratio,FILUSDT_PERP.A_ls_ratio,AAVEUSDT_PERP.A_ls_ratio,UNFIUSDT_PERP.A_ls_ratio,GRTUSDT_PERP.A_ls_ratio,DEFIUSDT_PERP.A_ls_ratio,GTCUSDT_PERP.A_ls_ratio,YFIUSDT_PERP.A_ls_ratio,LRCUSDT_PERP.A_ls_ratio,SOLUSDT_PERP.A_ls_ratio,EGLDUSDT_PERP.A_ls_ratio,ICXUSDT_PERP.A_ls_ratio,OCEANUSDT_PERP.A_ls_ratio,ROSEUSDT_PERP.A_ls_ratio,OGNUSDT_PERP.A_ls_ratio,BELUSDT_PERP.A_ls_ratio,CTKUSDT_PERP.A_ls_ratio,AXSUSDT_PERP.A_ls_ratio,MASKUSDT_PERP.A_ls_ratio,ALPHAUSDT_PERP.A_ls_ratio,ZENUSDT_PERP.A_ls_ratio,BAKEUSDT_PERP.A_ls_ratio,1INCHUSDT_PERP.A_ls_ratio,LINAUSDT_PERP.A_ls_ratio,CELOUSDT_PERP.A_ls_ratio,GALAUSDT_PERP.A_ls_ratio,CELRUSDT_PERP.A_ls_ratio,DGBUSDT_PERP.A_ls_ratio,REEFUSDT_PERP.A_ls_ratio,ANKRUSDT_PERP.A_ls_ratio,CHZUSDT_PERP.A_ls_ratio,LPTUSDT_PERP.A_ls_ratio,ALICEUSDT_PERP.A_ls_ratio,1000SHIBUSDT_PERP.A_ls_ratio,SANDUSDT_PERP.A_ls_ratio,RVNUSDT_PERP.A_ls_ratio,SFPUSDT_PERP.A_ls_ratio,LITUSDT_PERP.A_ls_ratio,XEMUSDT_PERP.A_ls_ratio,ATAUSDT_PERP.A_ls_ratio,HOTUSDT_PERP.A_ls_ratio,STMXUSDT_PERP.A_ls_ratio,C98USDT_PERP.A_ls_ratio,ARUSDT_PERP.A_ls_ratio,MANAUSDT_PERP.A_ls_ratio,ONEUSDT_PERP.A_ls_ratio,HBARUSDT_PERP.A_ls_ratio,CHRUSDT_PERP.A_ls_ratio,DYDXUSDT_PERP.A_ls_ratio,COTIUSDT_PERP.A_ls_ratio,DENTUSDT_PERP.A_ls_ratio,NKNUSDT_PERP.A_ls_ratio,IOTXUSDT_PERP.A_ls_ratio,CTSIUSDT_PERP.A_ls_ratio,1000XECUSDT_PERP.A_ls_ratio,ENSUSDT_PERP.A_ls_ratio,KLAYUSDT_PERP.A_ls_ratio,ARPAUSDT_PERP.A_ls_ratio,ANTUSDT_PERP.A_ls_ratio
2023-03-18,2.3333,2.2216,1.736,1.5727,1.3441,2.0979,1.7412,1.6724,2.5829,2.3647,1.263,3.0193,2.0184,3.5126,2.5014,2.663,1.7442,1.6853,2.3179,2.0798,2.4831,3.0323,2.5474,1.9472,2.1397,2.0257,2.8256,1.574,1.4343,2.0404,2.0581,1.2701,0.6929,2.5932,1.4195,1.448,1.8612,0.787,1.891,1.8345,1.7832,0.8577,1.4278,2.7133,1.5707,2.0221,2.3223,1.1137,1.8466,2.1338,1.9647,1.9904,2.6819,1.8835,2.1319,2.3979,1.9665,2.0979,2.6887,3.3554,2.9293,2.8388,1.7427,3.2882,2.2446,1.9727,2.2787,1.572,2.0912,2.3091,3.2827,1.7785,1.9257,2.2362,2.6751,2.2144,2.012,2.8971,0.5957,2.0525,1.7816,2.7147,3.5725,2.0647,2.1878,2.6337,1.777,1.666,3.3011,2.059,3.0486,3.0667,3.417,3.9456,2.3278,2.3761,2.2362,1.8225,1.8986,2.712,2.2362,1.6674,2.7341,2.1969,2.3921,2.4364,2.6914,2.9124,2.3944,3.158,1.8827,1.8935,2.252,2.1221,2.2595,1.4576,1.666,0.5404,1.5714
2023-03-19,2.3772,2.3602,1.751,1.7233,1.7663,1.97,1.9438,1.6788,2.2841,2.34,1.3164,4.7307,1.9967,3.2159,2.4977,3.042,2.0184,1.6709,2.3967,2.3267,2.758,2.667,2.1656,1.8129,2.2279,1.886,2.6456,1.9078,1.4486,2.126,2.1153,1.451,0.866,2.8388,1.5947,1.9044,1.6702,0.7074,1.9464,1.9551,2.3445,0.8549,1.4594,2.9746,1.6089,2.0969,2.2041,1.7322,2.8023,2.1192,2.1797,1.9274,2.6443,2.1857,1.9718,2.4329,1.8571,2.3681,2.6563,2.9809,3.386,2.937,1.7701,3.042,2.5261,1.5484,2.4507,1.7086,2.5436,2.0798,3.0323,1.7518,2.864,2.4904,2.8521,2.2541,2.1536,2.6153,0.3203,2.3795,1.876,2.9355,3.384,1.9317,2.1636,1.9394,1.4378,1.6042,3.9213,1.9369,3.4603,2.7202,3.008,5.402,2.7552,2.5524,2.2321,1.7685,1.9308,2.6846,2.6193,1.6969,2.459,2.4542,2.7481,2.3956,2.6969,2.592,2.0166,3.1169,1.9172,2.0367,2.296,2.1476,2.2383,1.4015,1.867,0.8772,1.5284
2023-03-20,2.6603,0.3992,1.8868,1.3585,1.7005,2.0285,2.1027,1.6497,2.56,2.7979,1.317,4.0327,2.1756,3.3103,2.7425,3.095,2.2873,1.7949,2.4626,2.5162,2.7994,2.7722,2.5881,1.97,2.7175,1.8727,2.8551,2.2626,1.6364,2.1496,2.0874,1.4067,0.9654,2.4235,1.4372,1.7716,1.9806,0.7677,1.9568,1.8769,2.0048,0.9402,1.3196,2.7608,1.5355,2.231,2.2949,1.9886,2.811,2.2082,2.4002,2.0807,2.5398,1.3901,2.0647,2.3956,1.7925,2.2916,2.8745,3.3159,3.3745,2.8095,1.7678,3.2535,2.5625,1.7809,2.7523,1.8977,2.6219,2.2446,3.6125,1.4746,2.9093,2.639,3.1,2.4783,2.6724,3.1876,0.5873,2.3761,2.0432,2.8417,2.5765,0.9802,2.358,2.6364,1.3798,1.6631,3.9751,2.2971,3.1615,2.7481,3.8733,4.2826,2.6928,3.1102,2.283,2.0377,1.9612,2.8805,2.7679,1.9525,2.8941,2.758,2.9557,2.643,2.9139,3.4014,2.1696,3.4843,2.601,2.0257,2.4638,2.0798,1.9833,1.5747,2.2227,1.5,1.9949
2023-03-21,2.9588,0.4857,1.6853,1.0012,2.6711,2.0798,1.6274,1.8843,2.2478,2.659,1.1254,4.963,2.1656,3.3687,2.7821,3.0339,2.4317,1.4462,2.3367,2.3501,3.4131,3.075,2.5112,1.4172,2.3234,1.9078,2.3772,2.7064,2.2605,2.3003,2.0544,1.4988,0.9924,3.5126,1.7824,1.7972,3.1186,0.7712,2.6088,1.8169,2.1397,1.0833,1.572,3.1459,1.482,2.1153,2.2669,2.3898,3.1911,2.1857,2.201,1.7307,2.973,1.6144,2.1348,2.6179,1.8441,2.6232,2.7651,2.6684,4.4348,3.0016,2.0266,3.7214,1.9283,1.7226,2.56,1.8265,2.5932,1.9507,1.2442,1.7078,2.4771,2.5075,3.042,2.5817,2.3681,3.2194,0.6437,2.3967,1.9815,3.095,2.6969,0.67,2.2113,2.8655,1.588,1.7996,3.7596,2.2798,3.5998,2.1046,3.4092,4.5617,3.0733,2.6697,2.2062,2.1368,2.0921,3.1271,2.7936,1.6316,2.6684,2.7807,3.042,2.5499,2.8835,2.7327,2.6114,2.7467,2.2573,1.8401,2.3333,2.4037,1.9206,1.5867,1.8777,1.4857,1.6752
2023-03-22,2.7979,1.5575,1.8145,1.4337,1.7495,1.8678,0.8396,1.9438,2.3344,2.5311,1.2769,3.0437,2.2669,2.9185,2.3625,2.647,1.9869,1.6476,2.2949,2.3546,2.8865,2.7313,2.2573,1.9595,2.1736,2.0039,2.6536,2.5002,1.8074,1.8353,1.6219,1.2472,0.9841,0.8498,1.9317,1.5355,1.7972,0.7289,2.06,1.1668,1.5667,0.9478,1.5132,2.1124,1.6219,1.764,1.9718,2.3456,2.3267,2.3356,2.2765,1.8744,2.639,1.713,2.06,2.3613,2.0377,2.0184,2.4376,3.1615,3.4903,3.1051,1.7181,3.1,2.1716,1.5667,1.0396,1.6344,2.5125,2.2196,2.1888,1.7293,2.3829,2.3864,2.635,2.7665,2.2712,3.1152,1.0272,2.1706,1.7594,3.0032,2.6819,1.1636,2.296,3.1271,1.0725,1.6364,3.1135,2.3647,2.6941,2.1348,2.9651,3.4287,2.7023,2.5791,2.5261,2.0148,1.8885,2.9746,2.8256,1.8153,2.5026,2.9746,2.9339,2.1726,2.5039,2.7244,2.667,2.6738,2.349,1.8927,2.1786,2.1918,2.2873,1.6448,1.798,1.6831,1.6337
2023-03-23,2.937,1.9011,1.6817,1.624,2.9355,1.9842,0.465,1.8727,2.4965,2.8037,1.265,3.4743,2.4554,2.7369,2.5829,3.0568,2.6206,1.7078,2.2992,2.5511,3.3975,2.9714,2.3647,2.0248,2.2648,1.8345,2.6023,2.4317,2.3829,2.034,1.8969,1.3127,1.4534,2.1153,1.858,2.7202,1.9612,0.8549,1.3084,1.7586,2.4807,1.2217,2.0807,2.7439,1.6667,1.6441,2.1299,2.3212,3.1068,2.3456,2.2268,2.0294,2.9108,1.8719,1.9248,2.4352,1.805,3.7619,2.7722,3.0584,4.5096,2.9216,2.2154,2.8139,2.3356,1.7902,0.5868,1.9994,2.5336,2.2723,2.1646,1.742,2.2489,2.5958,3.2034,2.5286,2.51,3.0866,1.0076,2.5817,1.9542,3.0519,2.973,1.381,2.4176,3.2105,0.7584,1.9438,3.5956,2.2852,3.9116,2.096,3.6404,5.2073,3.2535,2.7327,2.5261,1.9797,2.0102,2.6819,2.6232,1.7122,2.5088,2.4176,3.2301,2.413,3.1068,2.775,2.3693,2.7651,2.3738,1.9994,2.3036,2.5336,2.0404,1.6371,1.7917,1.6205,1.5069
2023-03-24,1.9028,2.1095,1.2002,1.6903,1.426,2.1182,0.4802,1.8563,3.223,2.2489,1.4231,3.1859,2.3761,3.1719,2.1338,3.1841,2.3201,1.8563,2.283,2.7764,2.2701,2.4698,2.4423,2.2425,2.1776,1.8927,2.4364,2.3761,1.784,1.876,2.0488,0.7976,1.2852,2.0066,1.6385,1.6539,1.907,0.7047,0.675,1.994,1.4894,0.8315,1.8265,2.56,1.3004,0.9015,2.0102,1.9797,2.0423,2.1037,2.23,1.9621,2.51,1.8409,2.125,2.1211,2.0066,3.5351,2.8685,3.0552,3.1632,2.5689,2.2841,2.5125,2.3445,1.8121,0.8488,1.9904,2.06,2.2884,2.2605,1.6378,2.3887,2.3333,2.5676,2.1182,2.5002,3.1736,0.6404,2.096,1.4588,2.9185,2.917,1.6511,2.3852,2.8226,0.3669,1.6702,3.2535,1.8273,2.962,1.134,3.1632,3.8123,2.69,2.4977,2.308,1.8752,2.2113,2.6483,2.5125,1.6645,2.5448,2.6284,2.861,2.1456,3.1425,1.7167,2.3135,3.0032,1.6164,1.9464,2.2701,2.1017,2.0276,1.7894,1.8986,1.7996,1.6983
2023-03-25,2.367,0.6686,2.0562,1.798,3.2248,1.8694,0.4108,1.867,3.0,2.4002,1.3855,3.6751,1.6567,3.3048,2.51,3.5537,2.4566,1.9189,2.574,2.6765,3.3611,2.7951,2.6523,2.3523,2.1908,1.8106,2.6206,2.7693,3.5455,1.8466,2.0349,0.9904,1.6247,2.8432,1.8952,1.4963,2.5575,0.9429,0.8539,2.1616,2.6127,1.2371,2.2394,3.1615,1.0576,1.3742,2.4843,2.2906,3.4385,2.3047,2.2637,2.0637,2.7679,1.7609,2.1486,2.4118,2.0294,3.6816,2.6914,2.6337,4.698,3.4964,2.0609,3.1632,2.87,1.8785,1.0235,1.7878,2.4223,2.8037,2.2808,1.5082,2.5984,2.5236,2.9063,2.3146,2.1807,3.1068,0.6046,2.2884,1.8703,3.0241,2.9093,1.7778,2.4795,3.3178,0.4584,1.8531,3.5208,1.9797,3.5005,1.6497,3.2517,3.9628,3.6062,2.3422,2.4566,2.201,1.6853,3.3975,2.8565,1.7563,2.7272,2.917,3.0866,2.2723,3.0967,2.3659,2.7908,2.7397,1.6589,2.0349,2.2658,1.986,2.1358,1.572,1.8409,1.9326,1.7181
2023-03-26,2.4165,1.649,1.517,1.8969,2.8476,1.8498,1.9412,1.6983,3.4385,2.7202,0.8252,5.0205,1.8082,2.9216,2.6751,3.0917,2.7807,1.8385,2.2092,2.5549,3.7801,2.7161,2.6114,2.4317,2.123,1.6867,2.3647,2.6969,3.6992,2.0312,1.9206,1.0458,1.6008,1.3469,1.8345,2.7272,2.6101,0.9361,0.972,1.6983,2.6271,1.292,1.9223,3.529,0.9857,1.8827,2.2658,2.0175,3.6211,2.3135,2.3344,2.012,2.4578,1.7218,2.0779,2.3693,1.6042,3.9727,2.4892,2.6245,4.7405,3.5641,2.44,3.3048,2.8344,1.8539,0.6576,2.0358,2.1368,2.5984,2.123,1.592,2.6873,2.5575,2.7369,2.3058,2.1387,2.992,1.0133,2.3478,1.7716,2.6088,2.9761,1.9516,2.349,3.3937,0.4631,1.6178,4.0277,2.0266,3.4444,1.881,3.3309,6.4683,3.3141,2.3512,2.3367,2.1959,1.8662,3.2463,2.701,1.6254,2.6036,2.9841,2.9216,2.2362,2.7722,2.7078,3.1203,2.2362,1.8514,2.1736,2.4305,1.936,1.8531,1.5707,1.9386,2.034,1.702
2023-03-27,2.5373,1.8273,1.8703,2.0358,2.5125,2.1358,2.1496,1.7563,3.6189,2.5971,1.5615,3.9116,1.7473,3.0833,2.4459,3.029,1.9869,1.7579,2.2669,2.9339,3.0984,2.5663,2.7397,1.9586,2.125,1.8629,2.4483,2.3933,3.5558,1.9002,2.1279,1.0555,1.2686,1.8385,1.764,1.8003,1.6504,0.8258,0.8744,1.7367,2.1066,1.1084,2.1969,3.4267,1.1119,2.0367,2.4258,2.1837,2.7092,2.3501,2.2103,1.3535,2.7189,1.6001,1.9326,2.34,1.8653,3.3668,2.5461,2.9761,4.0429,2.69,2.4037,3.08,2.5361,1.8289,0.3146,1.8466,1.907,2.3795,2.3841,1.6681,2.375,2.6023,2.864,2.406,2.5039,3.0766,0.5657,2.3829,1.8121,2.592,2.876,2.0294,2.5311,3.1374,0.7304,1.9223,3.6147,2.3091,2.873,1.6151,3.1719,4.1813,2.9777,2.349,2.3278,2.2701,1.7762,3.4723,2.3179,1.586,2.5075,2.723,2.6873,1.9656,2.6166,2.888,2.9809,2.5361,1.8736,1.8571,2.127,2.6805,2.0003,1.7375,1.9214,2.0836,1.4149
2023-03-28,2.3201,1.9967,1.8902,1.9214,3.2409,2.2113,2.1153,1.6302,3.008,2.7133,1.572,4.9488,1.8835,3.1528,2.8417,3.1806,2.7908,1.7925,2.2206,2.9651,3.8852,2.6324,1.9343,2.4734,2.3467,1.8711,2.1696,2.2362,3.3346,2.2082,2.231,1.2232,1.9976,1.0346,1.2671,3.085,1.8369,1.103,1.6846,1.5813,3.0584,1.3747,2.647,3.3497,1.6441,2.0102,1.9586,2.0395,4.0352,2.6179,2.3333,1.8703,2.8358,1.6323,2.1867,2.5199,1.5329,3.9383,2.5537,2.639,4.4675,3.5475,2.0084,3.1946,2.5625,1.8377,2.9124,1.881,2.1516,2.6928,2.2637,1.7027,2.8008,2.867,3.0177,2.5791,1.9104,3.0016,0.8804,2.5224,1.9533,2.827,2.951,2.0618,2.5386,3.3122,0.7153,1.7902,3.6729,2.3278,4.2715,1.7663,3.0016,6.7399,3.2319,2.0193,2.4317,2.3146,1.978,3.2845,2.7397,2.1153,2.8447,2.9573,2.9557,2.3478,2.0684,2.8241,1.9386,2.5261,1.9274,2.013,2.7693,2.962,1.9481,1.9019,1.9691,2.3591,1.6724
2023-03-29,2.0855,1.8058,0.9697,1.7352,1.5387,1.936,2.127,0.5946,2.2134,2.574,1.5056,3.2176,2.0675,3.1615,2.123,3.1859,1.9265,1.7663,1.8686,2.3535,3.3879,2.1908,2.1646,2.3738,2.1646,1.7716,2.0303,1.9464,2.0441,2.2841,2.1387,1.0454,1.8169,0.6507,1.429,1.9146,1.5323,0.9701,1.93,1.2472,2.5894,0.8986,2.1338,1.978,1.5426,2.1397,2.0021,1.4931,2.1056,2.3568,2.1279,1.6717,2.6075,1.7863,1.9744,2.5336,1.0084,2.5075,2.5002,3.1322,3.2753,2.8226,1.986,3.0717,2.499,1.9231,3.9285,1.681,2.1211,2.3807,2.5002,1.5981,2.7779,2.4352,2.87,2.3422,2.1056,2.7651,0.5547,2.201,2.0998,2.3434,2.8388,1.6652,2.2196,3.0469,1.739,1.9665,3.9554,1.9913,3.6642,1.9155,3.2391,6.278,2.3591,2.1201,1.918,1.9949,1.8353,3.0766,2.3523,2.1857,2.5039,2.9448,2.8358,2.3456,2.3512,2.1888,1.8193,2.1377,1.8043,1.978,2.5562,2.2744,2.1837,1.656,1.9656,2.1095,1.474
2023-03-30,2.3234,2.7821,1.3277,1.582,1.2578,1.9904,1.8927,0.3263,2.1837,2.775,1.5297,2.7736,1.5621,3.9456,2.2113,1.702,1.867,1.5767,2.1114,2.5224,2.667,2.2154,2.2082,2.095,2.1447,1.6932,2.0931,2.0731,1.5458,2.0656,2.1736,1.1084,1.6831,0.8772,1.495,1.5227,1.5342,0.6955,1.5082,1.3031,1.439,0.8464,2.0544,1.649,1.3143,2.0883,2.0285,1.6062,2.2787,2.2552,1.9248,1.1725,2.6982,1.8289,2.0066,1.9869,1.4685,2.4282,2.6792,3.3898,2.9154,3.1754,1.8369,3.3215,2.5373,1.7465,3.8286,1.6261,2.2723,2.2744,2.3887,1.3261,2.5298,2.87,2.5436,2.2489,2.3944,2.917,0.4832,2.4495,2.1279,2.5026,2.6711,0.642,1.5543,2.8388,1.6991,1.8098,3.4053,2.3069,2.8971,2.0675,3.4623,3.787,2.1706,2.4165,1.6817,1.777,1.8596,3.583,2.8008,1.7518,0.6036,2.51,2.9246,2.3256,2.1716,2.1576,2.198,2.0157,2.012,2.0497,2.399,2.1867,2.0012,1.6911,1.8506,2.7133,1.3332
2023-03-31,2.7327,3.1034,1.6344,1.4085,2.8023,1.9753,2.1104,0.4409,2.7994,2.3829,1.5227,3.4444,2.0845,4.0201,2.2701,2.471,2.349,2.0845,1.9568,2.5791,2.9231,2.5549,2.5537,2.5423,2.3356,1.8986,2.5689,2.3727,1.71,2.3267,2.1776,1.1295,1.642,1.0947,1.9682,1.3111,1.7956,0.9231,1.9958,1.1151,1.686,0.9505,2.6153,2.0395,2.0581,2.5587,1.9895,1.6925,3.1102,2.4783,2.2289,1.9248,2.9573,1.8433,2.1299,2.5651,2.0883,2.4153,2.8285,3.6729,3.3821,3.4385,2.3501,3.5126,2.9293,2.1046,3.7574,1.7435,2.6127,2.8066,2.873,1.6752,2.7272,2.4868,2.7665,2.2478,2.2712,3.344,1.0859,2.4188,2.4626,2.5829,0.9928,0.8765,2.3681,3.1,1.4746,2.075,3.4623,2.2478,4.1414,2.1546,3.1911,4.3706,2.5411,2.6792,2.1201,2.3921,1.9386,2.9339,1.439,1.5278,1.1645,3.1806,3.2845,2.465,2.9185,2.5549,2.6955,2.5714,1.9949,2.0931,2.2425,2.3557,2.0713,1.8361,2.0637,2.4211,1.1556
2023-04-01,2.8536,3.5351,1.6302,1.6709,1.2321,1.8711,2.1338,0.3417,3.0933,2.8715,1.5019,2.6271,2.0713,3.6468,2.459,2.7327,1.8281,1.8818,1.9922,2.2478,2.3014,2.4247,2.4423,2.0534,2.0998,0.6072,1.8944,2.0386,1.3491,2.1686,2.3322,0.8986,1.681,1.2774,1.9155,1.3425,1.457,0.7188,1.8409,1.0375,1.181,0.7235,1.8035,1.3883,2.0386,2.0741,2.0722,1.5621,3.1102,2.4916,2.2331,1.4631,2.7951,2.096,2.0855,2.4211,2.2446,2.2626,2.758,3.697,2.6232,3.1563,1.5947,3.6339,2.9746,1.8653,3.6707,1.7778,2.6711,2.123,2.9017,1.6532,2.4025,2.391,2.6049,2.7313,1.9525,3.4111,1.1097,2.2648,2.0562,2.5971,2.124,1.3148,2.1576,3.2553,1.694,1.994,3.5746,2.2906,2.5511,2.4341,3.0128,3.4823,2.1959,2.8536,2.125,2.2841,2.1095,3.0,1.2222,1.4802,1.1973,2.5984,3.0225,2.3875,1.7049,2.3967,2.5348,2.1046,1.8802,2.3267,2.2584,2.1959,2.4341,1.9197,2.639,3.1271,1.3414
2023-04-02,2.7286,3.5558,1.8003,2.0469,1.7533,1.702,2.1056,0.43,3.4346,2.5137,1.6357,2.0294,2.2373,3.6926,2.6179,3.0096,1.7762,1.6817,1.8458,2.1898,2.4843,2.2701,2.3636,2.0941,2.0321,0.965,2.0836,2.3738,1.2472,2.1017,2.1095,0.9916,1.9283,1.7533,1.8711,1.5867,1.4468,0.7413,1.2989,1.2202,1.4612,0.7771,1.5119,2.0193,1.8201,2.3625,2.3659,1.7824,2.2626,2.4176,2.1646,1.5094,2.8153,2.1736,1.7988,2.1037,2.268,2.6284,2.592,3.3328,2.7779,3.0225,1.745,3.4444,3.2481,1.9595,4.0633,1.9011,2.2658,2.1162,3.2141,0.7138,2.8388,2.4141,2.6819,2.5727,2.0497,3.3554,1.5221,2.2092,2.375,2.6914,2.9463,1.73,2.5791,3.1876,1.9931,1.849,3.2753,1.805,2.5386,2.1143,2.8081,3.1511,2.252,2.3967,2.1075,2.3921,2.1279,3.0209,1.8241,1.5355,1.3036,2.8805,2.867,3.08,2.3289,1.7824,2.8197,2.2616,1.9265,2.2852,2.1969,2.4614,2.2165,1.7933,2.5448,3.1152,1.4102
2023-04-03,2.7594,3.344,1.8952,2.3025,3.4723,2.0703,2.413,0.4758,3.9875,2.7425,1.9078,4.2083,1.4462,3.686,2.7665,3.3592,2.2744,1.8736,1.8169,3.0917,3.3178,2.6088,2.7481,2.1289,2.5613,1.3121,2.3025,2.5932,1.6582,2.375,2.5855,1.1589,1.9257,1.5019,1.8835,1.1687,2.5323,0.9209,1.3866,1.3403,2.601,1.0218,2.3967,2.9777,1.3923,2.5881,2.5689,2.0193,3.9505,2.7327,2.3875,1.9913,2.7665,2.0093,1.9806,2.6337,1.97,2.4722,3.2589,3.2753,2.8447,3.3745,1.9429,3.5914,3.1667,2.0807,3.6104,2.4095,2.7793,2.7994,3.2974,1.1954,2.973,3.2427,2.8595,2.9432,2.2383,3.2845,1.5767,2.2938,1.949,2.639,3.5809,1.7894,2.56,3.3384,1.9842,2.3557,3.9432,2.5945,3.1911,2.0581,3.0783,4.8275,2.6996,2.9463,2.2041,2.1037,2.0893,3.1929,2.5727,1.4114,1.6961,3.3459,2.7092,2.8595,2.1898,2.1526,2.6576,3.0,2.1918,2.2808,2.4507,2.5063,2.2092,1.9231,2.2992,2.6036,1.2727
2023-04-04,2.3795,3.344,1.9507,2.1666,1.2148,2.046,2.1596,0.4797,3.9628,2.7397,1.6413,1.6001,1.5019,3.8757,2.639,3.56,2.6443,1.918,2.4329,2.6311,2.8521,2.87,2.5261,2.1486,2.4247,1.7724,2.2992,2.3625,1.9061,2.2,2.3113,1.2351,2.2712,2.0525,1.8129,2.2041,1.5641,1.0973,1.457,1.3946,2.1949,0.9135,1.3787,2.4095,1.8353,2.1746,2.5537,1.9895,2.3356,2.296,2.2237,1.8711,3.0617,2.0111,2.4831,2.5311,2.3156,2.1756,3.1425,2.5958,2.5727,2.9683,1.8409,3.2662,3.3687,2.0788,3.329,2.6403,2.7509,2.876,3.2017,0.8505,2.858,2.8986,2.6245,2.1358,2.6179,3.4366,1.4618,2.3223,2.1606,2.643,4.0429,1.2198,2.3124,3.5228,1.7847,1.7886,3.6253,2.8911,2.3875,1.9638,3.2571,3.3516,2.0731,1.963,2.1017,2.4352,1.7755,3.07,2.6088,1.7322,1.7278,3.3478,3.0161,2.8023,2.5575,2.3704,2.046,2.8655,2.0285,2.5039,1.4582,2.4083,2.4459,1.9612,2.4083,2.5524,1.4073
2023-04-05,1.8653,3.8239,1.9386,2.1407,0.7349,1.8547,2.3014,0.6981,4.5066,1.9577,1.6427,1.5329,1.6969,3.7733,2.5804,3.5167,1.6137,1.7203,2.4566,2.2637,2.1797,2.3625,2.7023,1.5853,2.5125,0.5596,2.701,2.5149,1.1515,1.8711,2.3434,1.1664,1.9206,1.9886,1.9481,1.4808,1.416,0.8804,1.4832,1.6171,1.5813,0.6181,1.686,2.3091,1.7785,2.4977,2.1085,2.0451,2.1807,2.375,2.1447,1.8777,2.4483,2.2383,2.1309,2.1939,2.3784,1.7949,3.2608,1.6695,2.4002,3.2391,1.4184,2.9093,2.9746,2.0139,3.5998,1.9931,2.9293,2.4566,2.9635,0.3175,2.3179,3.1824,1.9691,2.5398,2.8865,3.0145,1.5126,2.4435,2.1066,3.0469,3.2918,0.3002,1.8986,3.1911,2.9063,1.7541,3.3995,2.7037,2.2134,2.0609,2.992,3.5662,2.1027,2.0618,1.9682,2.199,2.1837,2.9777,2.73,1.2326,2.1447,2.7651,2.8462,2.1037,2.639,2.6062,2.0377,2.5261,2.0377,2.349,0.965,2.2404,2.4447,1.9412,2.3921,2.5651,1.2262
