t,PEOPLEUSDT_PERP.A_oi,OMGUSDT_PERP.A_oi,BALUSDT_PERP.A_oi,RENUSDT_PERP.A_oi,CRVUSDT_PERP.A_oi,STORJUSDT_PERP.A_oi,RLCUSDT_PERP.A_oi,SXPUSDT_PERP.A_oi,KAVAUSDT_PERP.A_oi,RSRUSDT_PERP.A_oi,MTLUSDT_PERP.A_oi,DOGEUSDT_PERP.A_oi,BANDUSDT_PERP.A_oi,WAVESUSDT_PERP.A_oi,KSMUSDT_PERP.A_oi,ALGOUSDT_PERP.A_oi,MATICUSDT_PERP.A_oi,KNCUSDT_PERP.A_oi,ZILUSDT_PERP.A_oi,BLZUSDT_PERP.A_oi,NEARUSDT_PERP.A_oi,AVAXUSDT_PERP.A_oi,MKRUSDT_PERP.A_oi,SNXUSDT_PERP.A_oi,ENJUSDT_PERP.A_oi,ZRXUSDT_PERP.A_oi,FLMUSDT_PERP.A_oi,FTMUSDT_PERP.A_oi,UNIUSDT_PERP.A_oi,SKLUSDT_PERP.A_oi,TRBUSDT_PERP.A_oi,TRXUSDT_PERP.A_oi,BNBUSDT_PERP.A_oi,XRPUSDT_PERP.A_oi,NEOUSDT_PERP.A_oi,EOSUSDT_PERP.A_oi,ETCUSDT_PERP.A_oi,BTCUSDT_PERP.A_oi,LTCUSDT_PERP.A_oi,XLMUSDT_PERP.A_oi,LINKUSDT_PERP.A_oi,ETHUSDT_PERP.A_oi,BCHUSDT_PERP.A_oi,ADAUSDT_PERP.A_oi,XMRUSDT_PERP.A_oi,DASHUSDT_PERP.A_oi,ZECUSDT_PERP.A_oi,ONTUSDT_PERP.A_oi,ATOMUSDT_PERP.A_oi,XTZUSDT_PERP.A_oi,IOTAUSDT_PERP.A_oi,BATUSDT_PERP.A_oi,VETUSDT_PERP.A_oi,QTUMUSDT_PERP.A_oi,IOSTUSDT_PERP.A_oi,THETAUSDT_PERP.A_oi,AUDIOUSDT_PERP.A_oi,SUSHIUSDT_PERP.A_oi,COMPUSDT_PERP.A_oi,RUNEUSDT_PERP.A_oi,DOTUSDT_PERP.A_oi,FILUSDT_PERP.A_oi,AAVEUSDT_PERP.A_oi,UNFIUSDT_PERP.A_oi,GRTUSDT_PERP.A_oi,DEFIUSDT_PERP.A_oi,GTCUSDT_PERP.A_oi,YFIUSDT_PERP.A_oi,LRCUSDT_PERP.A_oi,SOLUSDT_PERP.A_oi,EGLDUSDT_PERP.A_oi,ICXUSDT_PERP.A_oi,OCEANUSDT_PERP.A_oi,ROSEUSDT_PERP.A_oi,OGNUSDT_PERP.A_oi,BELUSDT_PERP.A_oi,CTKUSDT_PERP.A_oi,AXSUSDT_PERP.A_oi,MASKUSDT_PERP.A_oi,ALPHAUSDT_PERP.A_oi,ZENUSDT_PERP.A_oi,BAKEUSDT_PERP.A_oi,1INCHUSDT_PERP.A_oi,LINAUSDT_PERP.A_oi,CELOUSDT_PERP.A_oi,GALAUSDT_PERP.A_oi,CELRUSDT_PERP.A_oi,DGBUSDT_PERP.A_oi,REEFUSDT_PERP.A_oi,ANKRUSDT_PERP.A_oi,CHZUSDT_PERP.A_oi,LPTUSDT_PERP.A_oi,ALICEUSDT_PERP.A_oi,1000SHIBUSDT_PERP.A_oi,SANDUSDT_PERP.A_oi,RVNUSDT_PERP.A_oi,SFPUSDT_PERP.A_oi,LITUSDT_PERP.A_oi,XEMUSDT_PERP.A_oi,ATAUSDT_PERP.A_oi,HOTUSDT_PERP.A_oi,STMXUSDT_PERP.A_oi,C98USDT_PERP.A_oi,ARUSDT_PERP.A_oi,MANAUSDT_PERP.A_oi,ONEUSDT_PERP.A_oi,HBARUSDT_PERP.A_oi,CHRUSDT_PERP.A_oi,DYDXUSDT_PERP.A_oi,COTIUSDT_PERP.A_oi,DENTUSDT_PERP.A_oi,NKNUSDT_PERP.A_oi,IOTXUSDT_PERP.A_oi,CTSIUSDT_PERP.A_oi,1000XECUSDT_PERP.A_oi,ENSUSDT_PERP.A_oi,KLAYUSDT_PERP.A_oi,ARPAUSDT_PERP.A_oi,ANTUSDT_PERP.A_oi
2022-04-08,353616533,2726764.8,1035220.5,17054586,12158030.5,5825514,1393978.5,10999396.3,2912945.0,603056295,1439769,869338846,1220501.3,2824619.0,75149.7,39325952.8,43412456,11627327,551879046,15973092,9843727,1567071,4899.834,1846338.3,10311024,11356892.5,16993024,66309496,3220497,51020408,114976.3,591016604,387356.41,233852901.2,364628.26,21471837.7,1794440.72,82601.915,566165.645,134333633,4396404.96,514366.008,104125.475,137698987,102922.087,92750.906,174143.778,8721204.1,2676963.58,6435139.0,8786900.6,10481305.0,386777507,1613734.3,344948384,7370845.6,7242780,8108046,97446.646,4486094,8088860.5,2850655.4,211446.7,528663.8,40607956,1316.434,713614.6,569.49,23580633,1713471,150635.7,7705499,5913049,53753795,22461038,2850368,4845582,2061579,1649896,29350009,129387.4,12539919,12253184,218872012,10240442.2,321567239,212487918,143084476,634165998,60317292,65036703,104825.9,2999147.0,2947245129,24670792,84196281,7074918,4248860.9,39503425,7438230,1539828053,234057149,4315934,455865.2,19604123,149756301,43845234,20947209,8917603.7,32643983,2408065128,17787084,103427977,7877213,67476028,498715.1,6453127.1,48086427,903525.4
2022-04-09,344231110,2702858.1,1034683.5,15938385,13225270.9,5767037,1346025.1,11283712.0,3649530.9,585779964,1978871,895780191,1204492.8,3265011.5,71968.9,38741486.1,44496852,8545904,523132443,14890098,8820265,1571957,5029.662,1946933.0,14418579,10621702.1,16433219,68057660,3166299,48446622,113894.3,585060563,384221.91,235494768.4,372386.06,21358280.4,1865460.19,83174.791,556999.914,134611350,4464036.78,508542.204,107934.357,140950541,144972.647,99423.24,170538.916,8609021.3,2725466.2,6743024.5,8715202.8,10398029.8,397190941,1640066.6,354404757,7828574.4,6779642,8020148,97411.735,4572424,7988550.0,2922702.4,227961.9,559333.8,40648653,1364.728,753840.0,573.17,24234607,1689665,153926.8,7298511,6574898,55858251,45728272,2733422,4726829,2155932,1582313,30154650,125695.9,12785678,12284863,216309840,10149314.7,320910614,213613141,149797174,707573052,60894586,72577016,110170.3,2939390.6,3158882649,24536495,83574357,7146808,4852888.0,39273152,7411937,1636634519,236830069,4217082,455845.6,19639686,147489172,44679283,20734826,8725473.3,36474719,2438876278,14394235,103468200,7906018,68261668,509293.5,6578070.7,49638590,892650.6
2022-04-10,339041861,2758539.5,976771.9,16171435,13226980.0,5617250,1356951.8,11483237.1,3276383.8,555832095,1765165,1010465516,1287578.6,3353852.2,71440.3,39468443.0,45051134,12269349,572798969,17246995,8239901,1560829,4965.471,2072691.4,12467272,9711080.5,16115322,67887904,3130934,50527121,121480.6,586193529,397238.33,238615095.4,379342.22,20643446.2,1821604.8,84353.016,548721.978,136323400,4660143.49,511473.794,106925.532,139109355,145055.491,103912.887,168246.253,9096931.2,2817823.0,6476112.6,8971858.8,10216519.9,378127192,1713970.3,342803200,8155060.2,6626123,8113498,101216.042,4312588,7830317.3,2970600.2,211317.3,553776.2,40350335,1416.288,751493.8,584.098,23660327,1734083,152250.9,7598275,6245180,52637754,35494451,2822947,4615283,2312272,1564695,28360336,129518.1,12314106,12275534,225680531,10373714.8,318821648,216395438,152683035,687674562,61312158,65961371,110423.8,2972621.9,3127817634,24889418,82790691,7042012,4544086.4,41095904,7306573,1658619495,235415534,4085981,446215.7,19860144,151695281,45785353,21330454,8707943.1,30280624,2593744653,14186282,101359094,7629691,68922228,478925.7,6638124.3,72016314,858490.6
2022-04-11,326126872,2733728.0,977096.5,18903121,13605355.3,5798374,1779177.2,10754406.2,3012287.0,540819215,1717459,853270982,1305515.0,3576008.5,65293.4,37765317.0,45970199,11891821,566332525,14075439,8349531,1535060,5096.155,2133404.7,11090252,9553460.9,16756809,66136635,3174942,46951012,118668.8,547122932,392728.45,223798324.5,383504.59,20026610.9,1811493.54,84318.042,579009.778,132770841,4722290.63,494930.87,117292.78,141037157,161962.384,103470.193,163456.267,9650811.4,2835964.52,6549538.6,9242990.1,10641856.0,409501144,1699202.4,320151655,7705354.7,6648927,8172031,104534.161,4761488,8263345.0,2740286.2,217926.7,523189.6,39844148,1440.259,736999.7,586.082,23215045,1699843,148124.0,6898593,5873612,50360340,27576655,2941250,4036367,2216835,1521519,30300791,116263.9,12194646,11910715,190398504,10076547.0,289057313,236333039,150979429,670003317,66529688,67236316,119114.6,3005638.6,3115249734,24807503,83480618,6990165,4774790.3,41052285,7400655,1529638438,209663629,3939712,430895.1,17678411,157877109,39825652,21441825,8698639.3,30856503,2251743791,14540358,96623355,7553581,58574096,465544.0,6528668.2,62106140,822568.5
2022-04-12,326015192,2720519.2,894515.5,17779881,13186823.0,8060884,2181272.6,10897471.9,2947707.4,560699000,18413044,781650989,1318994.8,3543513.6,67020.2,36818924.1,44811005,9803211,529070355,16811786,7350074,1504972,5070.75,2267471.6,10382816,8934129.2,16602367,65057192,3186014,48243518,121104.2,559909781,405969.33,224829439.9,378857.75,21028461.0,1748994.34,83397.884,570786.412,133197379,4682427.27,491242.818,117679.853,135904015,178727.445,110439.747,165381.208,9732864.1,2911849.41,6362814.7,11105999.2,10672209.1,387773649,1705252.4,366989415,7803107.1,6655900,8020370,105281.539,4565199,8149706.9,2698532.5,233474.3,522640.6,37970109,1757.806,682462.9,586.971,23422492,1574980,146507.4,7535299,5950310,49075738,27517278,2912731,3722115,2175022,1552382,29513728,120232.8,12066162,11664420,209105027,9866993.7,292534603,223921016,141440649,722105596,135676969,69418320,117321.9,2951235.2,3824202991,23861098,82803863,7091118,4272554.2,39300488,7291033,1430704555,242671033,4644814,421772.2,17390831,152334825,41288476,22049021,8833007.4,29295990,2315659762,15017394,96004588,7520451,56624740,492980.6,5996073.1,55501478,870555.2
2022-04-13,324276480,2737309.8,885876.2,16999721,12859153.8,7407461,1669447.6,10948534.8,2944027.9,558702928,15887047,820244137,1318917.9,3774135.1,68560.9,36892673.9,44325403,8355710,550578424,15599525,7942651,1487591,5114.334,1987980.6,11062589,9943365.9,16868388,65152164,3198471,46332828,122532.3,571070698,415925.7,226196953.6,396112.5,21185802.7,1874091.84,79859.494,575188.478,133806684,5031279.0,501855.039,165973.806,130858511,163224.614,116791.642,164738.418,9239955.4,2977764.3,6263874.4,12250331.5,10983213.0,396762473,1831266.5,360951601,8482760.8,6276126,8201539,149853.32,4915023,8132006.2,2772570.5,230250.7,547073.0,38496589,1444.639,721685.2,580.336,23000510,1616624,150259.6,7674228,6244867,50662498,25805920,3002460,3438098,2159047,1637629,29518572,128226.5,12009583,11680214,222622275,9803492.4,298539595,237009731,152766768,706917482,103728678,84803837,123820.2,2845833.0,3759605733,24314954,82586388,7233683,4389433.0,38925840,7204977,1465140529,252239062,4559582,426797.2,17521674,152675049,41044253,20341351,8969757.4,27781581,2603007553,16419661,98175932,7537285,56323517,499985.7,5966888.3,55434998,873647.0
2022-04-14,350917617,2737599.6,778427.2,17562059,12578848.9,6149807,2001832.4,10977573.0,3327141.9,567767924,12690414,892720456,1414799.0,3717718.4,70063.2,36804614.6,45256995,12732387,625095774,15310345,7113489,1592773,5711.699,2168091.4,11077709,10806840.5,16019736,62231525,3143112,44371788,117374.6,582370065,432748.56,232571439.2,396731.0,20826191.0,1837884.91,82776.87,561980.396,135476966,5032529.11,508890.262,146795.206,133723846,156476.988,126301.476,159742.574,9725591.8,3126414.26,6408773.3,12003455.4,10651866.8,398746560,1672872.3,342384149,8318489.0,9160281,8706529,136431.805,4768942,8098832.9,2820229.1,227081.2,560500.5,40260443,1385.509,784069.4,587.898,22969070,1737667,147992.6,7515589,6374906,48783892,32796998,2999927,3304681,2181408,1653571,27250020,124286.0,12284251,11362885,237461015,9878697.6,320452461,235345978,150127632,691138857,95016077,76140580,115846.4,2789694.0,3542965801,23753933,88079674,7226098,4266816.3,37844659,7271376,1437251884,237444109,4101145,431470.9,18213791,148509139,43542071,21932818,9373792.6,30968850,2642182474,14203716,96368200,7558154,56906967,530403.9,6132210.7,53411556,947638.0
2022-04-15,342011499,2976154.8,779595.5,18001146,13108666.5,5951414,1763495.4,10736911.3,2964684.4,716809703,9294695,919803423,1532508.7,3807042.5,73243.4,36763164.5,44311445,12182691,615502559,16715739,7850675,1600845,5385.101,2405651.9,11196137,9508709.1,17122114,62555076,3155499,43025146,108074.0,584559128,425481.49,273662329.9,387870.06,22224738.2,1835005.79,81442.745,581009.227,139285848,5000445.54,506145.59,145226.722,132155914,175150.871,125487.682,180331.823,9753228.3,3175203.08,6477881.4,11695735.2,10946551.4,396208715,1604009.9,334992489,8413732.0,9508570,8376815,126218.819,4830549,8075275.6,2801687.5,232622.1,563254.4,40475980,1359.163,779968.5,603.426,23318523,1751339,150980.6,7369027,6281479,50689977,28279068,3146427,4070489,2205871,1778706,27882180,126328.0,11569971,11689660,234570072,10215346.0,315268810,221432722,149257924,685489183,86185296,74489514,137857.8,2878920.3,3455647163,23837140,90068186,7022318,4058134.2,41994796,7321322,1482226903,271340777,4259626,434018.0,18552324,145950165,45636136,21261450,9823134.7,29978885,2700994390,13864536,99063597,7370305,57654054,503848.7,6409059.9,52425030,933969.3
2022-04-16,354900308,3124360.7,783297.3,21091982,12694893.0,5846765,1592064.0,11172538.4,2979111.0,908780899,8475468,898342558,1456320.4,4008916.9,86121.9,36422464.9,44215095,9960958,584558664,16257883,7805476,1612122,5254.706,2178155.8,11194846,9399078.1,16520713,66170706,3174487,44710454,108333.3,574330144,422622.02,260022651.5,415294.71,28407168.3,1896908.18,81401.91,579780.456,135202555,5087821.09,509058.971,150591.434,131237050,162863.564,119903.015,187475.281,10370910.4,3211749.72,6640704.6,11713633.0,15842271.2,399148756,2097583.1,330457995,8807121.8,10765214,8641399,113816.897,5279381,8018133.8,3857395.0,225883.5,525080.5,42124228,1553.602,721785.0,623.485,23398282,1708670,153786.2,7252140,6625695,54334719,30703840,3298086,3833032,2243829,1698001,28162658,137657.8,12301546,11788247,243801141,10152222.6,323560359,227022493,164782449,739900644,82180525,72660123,138152.7,3365514.1,3329788914,24329798,99565541,7222281,4726147.2,42061020,7731821,1571287378,253564641,4967252,457285.0,19188717,148412482,48263548,21107709,9997297.6,29158904,2487110295,14315952,103377658,7713258,60108211,517101.4,6502690.8,51580967,964344.6
2022-04-17,362573138,2943556.9,735422.2,20037933,13838003.5,5902191,1867698.2,11022951.3,2873811.3,694708592,19981249,873994223,1449573.6,3970364.7,77083.3,36922607.4,47888472,8462346,574208572,15157738,7493459,1629128,5907.246,2059442.4,11398434,9023134.9,16141212,64736792,3221166,42233173,111453.2,579102474,433931.67,243294038.2,401559.44,25965179.1,1885244.66,83546.846,559178.457,138608011,5089709.73,505974.254,149788.898,130857872,174522.272,111384.716,181828.043,10022063.7,3176454.06,6652426.5,11736646.0,13239198.4,398502021,1837533.6,330235793,8307966.8,11815056,8528966,112195.955,5050058,8054196.2,3254933.2,232473.2,578623.9,41066029,1741.6,839071.5,610.779,23345289,1727381,151937.5,7264092,6435051,54889157,53474089,3266304,3860980,2275617,1761128,27318636,136786.2,13044907,12001956,251757599,10269146.6,324296951,219584226,162823545,733427298,81819967,71874096,137639.0,3095247.3,3174183299,25572037,99691167,7088592,4852780.0,42530484,8116515,1604526636,258676697,4418241,449518.1,19834106,147993453,46159919,21216466,10143394.4,29588639,2612459727,14074936,102864820,7609047,58578122,506864.0,6467913.5,52757921,988372.7
2022-04-18,319023156,2790864.0,743407.0,21474898,13643119.9,6125065,1592136.4,13378940.6,3054936.7,635477694,18516198,829422038,1588619.7,3672075.9,67793.9,37028196.9,51465939,8315816,536932520,15735295,7660819,1548947,5535.622,2019190.8,10754688,9619744.1,18403248,63846333,3173925,42865379,113005.0,572572653,426967.96,234996966.6,399825.65,22888596.3,1813612.24,79368.853,567365.215,141301618,5216832.8,494345.965,125310.78,129432956,179277.775,114989.531,178583.026,10090323.2,3097269.12,6701299.7,12199713.1,13412343.6,386469864,1799801.8,340478651,8353716.8,10606688,8289557,108499.427,5078527,8136375.0,3043236.2,231587.5,571330.4,38052292,1785.534,757097.9,590.102,24923064,1652661,152477.6,7621587,7181505,50419959,41012892,3044864,3588203,2229930,1657659,26008073,126055.3,12454625,11655897,239346635,9779719.5,309787356,219423020,168011192,698226922,79496068,64435854,144021.8,3158237.9,2894250933,25203658,88389774,6969517,4154320.4,43826185,7344879,1427022954,264500390,3993589,446137.2,19267983,155849373,41723344,19394294,9645413.0,27881576,2545810593,13592549,101192792,8504280,52631270,468524.8,6472092.9,52156645,981429.0
2022-04-19,324091688,2823335.8,775198.3,26267973,13845741.1,8839223,1674742.0,12938876.4,2872793.5,632071523,15114321,883476010,1438507.9,3566614.5,65727.6,38095895.6,49092604,7945197,617966176,16581007,8562714,1554341,5476.703,2515274.1,10780222,9989601.6,16292780,64207626,3278605,50209244,128557.3,586291253,435199.96,238211092.8,437639.79,26765090.5,1749294.68,79691.125,561571.127,142705116,5373780.66,505961.178,120290.637,129012202,167006.526,121676.175,181013.612,10741740.4,3143093.16,6656739.7,12287399.8,13345307.1,390044863,1773615.7,356268341,8648852.5,9947238,8366537,103326.762,5360586,8086728.4,3050012.7,237807.2,578688.3,43246833,1706.375,719192.2,586.114,24576512,1700878,154756.9,7881471,8839052,54185544,37276561,3753502,3800630,2281450,1690903,27469871,130796.1,12857077,12033847,680366387,10023237.6,342866920,236548196,159311152,786121270,76387178,72253050,132238.1,3158298.6,3165732592,26970064,95399042,7050083,4541526.3,43463239,8513866,1718059437,258008151,4251048,441244.1,19964313,154232211,44274921,20030870,9882532.2,28790671,2518762872,13472767,106682908,10072070,60253217,470981.2,7459637.5,70122567,945861.6
2022-04-20,308689334,2704555.5,730248.1,20373173,13321911.2,8359367,1582040.1,12059308.6,2660610.6,658580608,12037350,910238525,1376104.7,3494790.3,69887.0,37935096.1,47974519,7693476,685854303,15150974,8329400,1553301,5295.656,2490305.6,11839599,26517054.0,15709070,62035477,3376552,47006275,123514.8,602890456,416830.66,233945669.5,406221.49,30600085.1,1712585.5,80054.156,557674.162,144763857,5276473.66,484480.119,113444.8,127319950,193663.175,127539.523,166999.592,10607866.9,3152160.6,6696704.1,12287442.7,12011961.1,371752066,1860175.0,410892165,8642028.4,8304249,8823089,104175.155,4985088,7953663.4,3148128.1,242333.9,561554.2,47757485,1442.242,822038.6,583.678,24445801,1606485,155697.2,7261299,7106450,62367844,37800833,3617269,4294179,2297583,1650605,27429246,135090.8,12625483,12104067,766285120,9776980.5,348897705,241165018,197042055,772399439,69204566,71866663,128318.4,3267771.3,3156676857,25959640,93803963,7097132,4273870.5,41945376,8615742,1614492658,283177676,4024838,440357.3,20385067,153033213,45955285,19831245,10352301.9,29398139,2657679298,14506698,104233893,9149785,58880501,479571.8,7448513.0,71181378,972480.4
2022-04-21,308701111,2789608.8,701960.1,22613071,13499854.5,7403123,1519723.4,11899634.8,3293406.0,650165119,9131001,865786982,1449648.5,3346485.1,66165.9,36512789.1,45968011,11543316,563826271,14435521,7973251,1492691,5408.373,2236145.0,10932746,31302090.5,17083726,62970326,3583856,44250661,127315.5,1240564511,421977.0,230331291.1,416144.34,26018173.6,1694988.62,80528.838,574667.794,148767088,5352709.05,504419.84,110293.322,125193721,217566.211,119917.402,169178.713,10226429.1,3077125.7,6281152.0,12543128.1,11977582.5,357661276,1719963.8,376557309,9372038.8,7289545,8379535,101051.624,4731051,7821905.6,3118454.5,216368.1,600572.7,43694605,1380.225,831997.1,583.217,22868044,1610935,153974.5,7166077,7209796,59844895,30762744,3314139,4885360,2342579,1667043,26356013,126036.4,13588543,13091926,598154159,9795085.8,352947576,224897054,165176095,733912631,71429142,71949064,225273.9,3137686.6,3108286591,24506772,99945837,7104449,4092865.5,41474384,7827683,1549764503,254448733,4053634,450747.7,19627880,156351423,43592657,20486349,9865769.5,29962006,2641547373,15206235,101031156,11387218,64350069,587264.6,7133750.1,57914290,941334.4
2022-04-22,323611340,2656729.8,733927.7,20585241,19873946.1,6691295,1628359.6,12438349.9,2999607.8,660221609,8368771,857856578,1506705.9,3456899.5,68959.0,38083319.7,47022637,11090527,600221013,17194224,8013485,1543187,5100.473,2305117.5,11590102,24923908.8,19534226,68550779,3639707,48917813,137630.8,965182523,433009.17,227887463.8,396019.8,24579868.2,1736681.85,84988.26,583098.023,151439405,5403771.69,523484.972,117916.507,127033632,194861.406,119978.975,165144.605,19638414.6,3173390.05,6519842.9,13294442.7,12578115.3,358323251,1636462.1,381710768,8971376.3,7233522,8401572,99333.139,4614557,7820747.7,3219968.9,230473.9,577980.2,45402194,1297.39,852122.3,589.392,25715339,1676110,159644.8,7707024,9512966,61214529,31754085,3548785,6291994,2409437,1691882,26148835,127234.3,13228073,13428494,603546521,10343012.1,360239611,218564529,168090425,766792918,78493968,71647330,166606.2,3206079.2,3135282611,24807725,105307119,7356141,4025200.8,50138548,8335435,1716831769,248526700,4057261,451879.4,20422391,163977909,46039120,20553145,9999035.3,30478989,2611034002,16945399,103141691,9963655,54557892,570330.7,7267343.6,56413090,1124599.7
2022-04-23,319569589,2682498.6,728564.6,18711906,19302895.2,6030479,1675246.3,12188876.6,3458224.4,674012508,10466173,847744152,1590125.5,3557504.5,67300.8,38703920.1,46391615,13144909,584628786,16375142,8079818,1613707,5081.532,2447276.9,11852433,20084616.7,18609404,70520430,3611365,47174065,144982.9,951967988,424931.24,228526096.0,430186.24,24814572.4,1730453.08,86183.228,589876.194,149356413,5390325.7,523992.871,116344.2,127952900,192984.212,122413.488,153184.334,14821858.2,3222247.32,6710538.3,14086943.3,12198832.7,372053247,1634350.2,440069371,8796693.1,8334916,8162555,98932.809,4661331,7981177.8,3195352.3,229690.5,574493.3,43054803,1269.655,789208.0,599.495,22539922,1707942,162844.5,7575034,8833087,60347742,32737261,3794500,5497527,2439774,1719499,25443193,137290.4,12660896,13195581,523571329,10729850.6,353917503,210733199,178323787,785381397,68880723,71083194,154291.9,3269697.3,3131415031,25344368,98571991,7623260,4130436.4,51859091,8559883,1651524615,240291902,4283562,462689.6,20967575,166293227,45342677,19579951,10045912.7,31196443,2660307447,17410893,101057352,10630831,49991272,539667.6,8038594.1,63871447,1047996.4
2022-04-24,324504689,2687205.4,725988.0,18028976,18320880.1,7690193,1654737.6,12290253.9,5113646.8,645359959,8289466,857992279,1572308.4,3963316.9,67376.2,38739416.3,50097620,9387163,612411417,16410350,8606986,1686838,5003.175,2435996.3,12266793,21462780.0,17292880,75800288,3549669,49882304,138089.4,900907720,431598.49,237002438.1,437799.26,25043393.9,1808967.93,85793.961,608441.066,150298670,5511498.46,528503.19,115762.683,132411177,176119.745,123449.88,173475.952,13957189.8,3273743.86,6954097.4,12374152.3,12122206.9,369783184,1624250.4,458954678,8858830.5,7800146,8032570,101231.934,5018645,8227117.3,3309596.3,238195.9,611091.0,41780388,1216.631,776018.5,590.979,22264811,1747626,166861.1,8575382,8215722,61559752,34458017,4074678,4799553,2520051,1773730,25849559,132009.8,13153332,13049488,552841658,11126171.1,366143806,211359022,170486825,782009342,71610993,70052813,154717.2,3331631.6,3224075212,26640888,95929460,7445062,4191898.8,51223120,8577776,1601135292,251215703,4488453,485005.1,22278465,175534534,45125615,22307380,10305118.3,33508215,2758849696,17612457,101685866,10951718,51355906,743153.2,7992599.4,58975641,1016084.2
2022-04-25,312670950,2554952.7,958572.5,17718220,15966478.2,6660124,1589625.7,12310648.2,4822286.6,701284539,7022323,1475283582,1583541.1,3811278.5,69118.6,38236297.0,47777671,10267354,565362249,16030718,8369262,1601479,5076.172,2106947.3,11561482,18372479.9,17641286,74184947,3535509,58312886,142745.4,854658621,437031.98,222448827.8,436623.01,24310466.3,1629283.75,82016.86,619446.047,152880114,5194880.02,512566.903,119156.121,127955085,167255.141,122557.923,166531.503,11622087.9,3239446.5,6860794.7,12038644.3,11557990.9,350719222,1845644.8,449401066,8726073.0,6855980,8168980,99623.685,5064500,8192983.2,3096253.7,235705.6,564278.3,37251219,1512.159,784395.6,587.424,21078077,1687244,157104.7,7541945,7777612,70372958,33583767,3942878,4294215,2393847,1715917,25779237,123384.1,12862276,12649000,512988492,10767066.8,344445316,218982953,159034261,802020780,69609552,70413905,143545.0,3094645.0,3241691605,26586835,90391680,7288163,4089001.2,58491202,8139241,1511935998,230298731,4351309,460532.4,20331537,175396496,44767448,20973956,9858477.1,33509206,2832093655,15586436,101337585,9983999,52292600,685369.3,7206531.0,53897266,989669.0
2022-04-26,338248898,2532380.4,986045.3,17430005,14177855.4,6141221,1594324.8,12079771.4,3612006.6,722439111,6552245,1329361534,1476352.5,4015814.7,69998.2,38548338.0,50973421,10816544,568048022,16491935,8379145,1710083,5238.563,2565782.3,11538629,23742366.4,20505158,79184535,3682375,59847154,136425.4,811941268,452908.24,229210773.0,442812.38,24301832.0,1670939.71,86773.876,602808.555,159116967,5486230.0,528115.026,118084.748,134499235,162527.987,124670.926,165030.061,12309294.4,3356226.53,7454525.0,11518213.5,11568521.3,363253732,1767190.6,429698774,8796131.5,7769646,8342535,101177.497,5059093,8563949.9,3087951.7,245980.6,599043.5,58646748,1499.876,869347.8,639.656,21685543,1677087,155573.1,7193445,8202212,66852037,29297273,3712809,4383887,2420676,1597628,23677430,134053.0,12647885,12680632,535695399,10717675.3,349701613,233932277,168362653,735796941,65783016,69865262,112106.1,3252344.8,3184543931,26922184,94920487,7044899,3836267.3,53359798,8467051,1467145340,236246322,4389022,484016.8,21282757,173835478,43655139,22062617,10056446.3,38308328,2778428532,15263325,102005737,10661277,48308640,502846.3,6879539.7,54528854,968823.8
2022-04-27,324986339,2591712.7,828226.4,17411899,13667429.5,5835414,1659681.5,11930709.9,3695334.8,727510788,6293652,1165601583,1524895.9,4168546.2,72384.5,38104866.9,51078362,10114137,552484124,16772238,8661569,1714740,5302.906,2459713.6,11583300,21358322.2,19460741,79472369,3767982,58395895,123132.2,812002888,438315.95,229729515.2,444689.24,24319196.7,1687454.73,82395.872,583699.95,153903949,5656446.21,514748.861,115491.396,134601491,160096.906,127769.281,168846.659,13008036.9,3196472.57,7303932.9,11462067.7,11623994.5,361108543,1733561.5,443199792,8649511.5,8306141,8469845,105548.535,4947057,8797072.6,3121715.7,262069.0,720704.7,49110581,1364.445,839464.9,649.169,21959927,1646701,155384.0,7132446,7799333,60812797,29541525,3735431,4527178,2483881,2228150,24024895,136553.1,12799283,12336536,502127739,10980506.6,343357123,224580408,158097303,771419984,72050396,73436004,105825.5,3282485.2,3158446654,27288663,99797780,6977937,3848683.2,50395467,8279138,1565961513,241524445,4727137,530550.6,21450551,177562781,46161288,21807179,10108598.9,33520925,2688735431,15790736,97804675,10962380,48328727,1485499.2,8193674.1,50851142,935450.0
2022-04-28,316626560,2806249.8,756844.8,16853128,13607826.6,6115640,1506364.1,11851879.7,4096894.0,704682365,6151348,1130692725,1614508.9,4285169.1,72598.9,40366662.2,52376753,10053756,596904463,16787605,8708966,1791130,5800.576,2441871.3,11807935,19048982.8,18071228,80416854,3866141,107830538,133556.4,816785833,432028.73,231783822.5,464651.06,24346130.1,1647819.11,79104.794,558135.187,157955238,5629630.66,502145.287,113033.572,136688099,140402.135,128263.825,159972.287,12754359.5,3202362.8,7474391.6,12122367.8,12291467.8,376858762,1826773.5,436268611,8488975.4,8874085,8330376,103189.356,5175136,8674913.9,3279247.5,252052.1,658803.0,63436962,1313.228,874629.2,630.977,22248565,1654151,155301.3,7617736,7458409,61041969,28057372,3954300,4441680,2497709,2856620,23789187,145398.4,12832396,12860172,425075495,10936996.6,346295789,235922953,170722030,843783569,72381816,68617432,97071.9,3297559.3,3334380469,27431776,100782904,7618413,3982131.3,53724516,8253168,1677970015,229628289,4658350,502318.3,22614146,191880867,45886829,26311430,10220866.6,33898130,2721415558,15269772,100032246,10348473,54157577,1185147.8,7766318.4,53190349,925512.1
