t,PEOPLEUSDT_PERP.A_fr,OMGUSDT_PERP.A_fr,BALUSDT_PERP.A_fr,RENUSDT_PERP.A_fr,CRVUSDT_PERP.A_fr,STORJUSDT_PERP.A_fr,RLCUSDT_PERP.A_fr,SXPUSDT_PERP.A_fr,KAVAUSDT_PERP.A_fr,RSRUSDT_PERP.A_fr,MTLUSDT_PERP.A_fr,DOGEUSDT_PERP.A_fr,BANDUSDT_PERP.A_fr,WAVESUSDT_PERP.A_fr,KSMUSDT_PERP.A_fr,ALGOUSDT_PERP.A_fr,MATICUSDT_PERP.A_fr,KNCUSDT_PERP.A_fr,ZILUSDT_PERP.A_fr,BLZUSDT_PERP.A_fr,NEARUSDT_PERP.A_fr,AVAXUSDT_PERP.A_fr,MKRUSDT_PERP.A_fr,SNXUSDT_PERP.A_fr,ENJUSDT_PERP.A_fr,ZRXUSDT_PERP.A_fr,FLMUSDT_PERP.A_fr,FTMUSDT_PERP.A_fr,UNIUSDT_PERP.A_fr,SKLUSDT_PERP.A_fr,TRBUSDT_PERP.A_fr,TRXUSDT_PERP.A_fr,BNBUSDT_PERP.A_fr,XRPUSDT_PERP.A_fr,NEOUSDT_PERP.A_fr,EOSUSDT_PERP.A_fr,ETCUSDT_PERP.A_fr,BTCUSDT_PERP.A_fr,LTCUSDT_PERP.A_fr,XLMUSDT_PERP.A_fr,LINKUSDT_PERP.A_fr,ETHUSDT_PERP.A_fr,BCHUSDT_PERP.A_fr,ADAUSDT_PERP.A_fr,XMRUSDT_PERP.A_fr,DASHUSDT_PERP.A_fr,ZECUSDT_PERP.A_fr,ONTUSDT_PERP.A_fr,ATOMUSDT_PERP.A_fr,XTZUSDT_PERP.A_fr,IOTAUSDT_PERP.A_fr,BATUSDT_PERP.A_fr,VETUSDT_PERP.A_fr,QTUMUSDT_PERP.A_fr,IOSTUSDT_PERP.A_fr,THETAUSDT_PERP.A_fr,AUDIOUSDT_PERP.A_fr,SUSHIUSDT_PERP.A_fr,COMPUSDT_PERP.A_fr,RUNEUSDT_PERP.A_fr,DOTUSDT_PERP.A_fr,FILUSDT_PERP.A_fr,AAVEUSDT_PERP.A_fr,UNFIUSDT_PERP.A_fr,GRTUSDT_PERP.A_fr,DEFIUSDT_PERP.A_fr,GTCUSDT_PERP.A_fr,YFIUSDT_PERP.A_fr,LRCUSDT_PERP.A_fr,SOLUSDT_PERP.A_fr,EGLDUSDT_PERP.A_fr,ICXUSDT_PERP.A_fr,OCEANUSDT_PERP.A_fr,ROSEUSDT_PERP.A_fr,OGNUSDT_PERP.A_fr,BELUSDT_PERP.A_fr,CTKUSDT_PERP.A_fr,AXSUSDT_PERP.A_fr,MASKUSDT_PERP.A_fr,ALPHAUSDT_PERP.A_fr,ZENUSDT_PERP.A_fr,BAKEUSDT_PERP.A_fr,1INCHUSDT_PERP.A_fr,LINAUSDT_PERP.A_fr,CELOUSDT_PERP.A_fr,GALAUSDT_PERP.A_fr,CELRUSDT_PERP.A_fr,DGBUSDT_PERP.A_fr,REEFUSDT_PERP.A_fr,ANKRUSDT_PERP.A_fr,CHZUSDT_PERP.A_fr,LPTUSDT_PERP.A_fr,ALICEUSDT_PERP.A_fr,1000SHIBUSDT_PERP.A_fr,SANDUSDT_PERP.A_fr,RVNUSDT_PERP.A_fr,SFPUSDT_PERP.A_fr,LITUSDT_PERP.A_fr,XEMUSDT_PERP.A_fr,ATAUSDT_PERP.A_fr,HOTUSDT_PERP.A_fr,STMXUSDT_PERP.A_fr,C98USDT_PERP.A_fr,ARUSDT_PERP.A_fr,MANAUSDT_PERP.A_fr,ONEUSDT_PERP.A_fr,HBARUSDT_PERP.A_fr,CHRUSDT_PERP.A_fr,DYDXUSDT_PERP.A_fr,COTIUSDT_PERP.A_fr,DENTUSDT_PERP.A_fr,NKNUSDT_PERP.A_fr,IOTXUSDT_PERP.A_fr,CTSIUSDT_PERP.A_fr,1000XECUSDT_PERP.A_fr,ENSUSDT_PERP.A_fr,KLAYUSDT_PERP.A_fr,ARPAUSDT_PERP.A_fr,ANTUSDT_PERP.A_fr
2022-11-08,0.01,0.000213,0.002022,0.01,0.003392,0.01,0.01,0.01,-0.039252,0.008469,0.01,-0.000319,-0.000412,0.01,0.002626,0.01,0.01,-0.00601,0.006957,0.01,-0.015866,-0.034283,0.004637,-0.024674,0.009054,0.01,-0.000565,0.01,0.009347,0.01,-0.016733,-0.003023,-0.009108,0.003893,0.001539,0.01,-0.007019,0.009446,0.00697,-0.000745,0.01,0.007883,0.01,-0.014707,-0.016992,-0.004569,-0.010605,-0.00164,0.0024,0.000133,0.01,0.01,0.01,0.01,-0.015177,0.01,0.01,0.01,0.005338,-0.002542,-0.016538,-0.004362,0.01,-0.007386,0.008619,-0.00263,0.002019,-0.032611,0.01,-0.059042,-0.000861,0.003538,0.01,0.009706,0.01,0.009142,-0.007822,0.01,0.008011,0.01,0.01,0.006563,0.000151,0.01,0.005521,-0.029754,0.01,0.01,-0.027126,0.01,0.01,-0.038895,0.002702,-0.008118,0.008683,0.00783,0.01,0.01,0.01,0.01,0.01,-0.011227,0.001273,0.01,-0.009206,-0.008861,0.002292,0.01,0.01,0.01,0.01,-0.011172,0.007422,0.003599,-0.00634,0.005203,0.01,-0.006475,0.003437
2022-11-09,0.008176,-0.016695,-0.165094,0.01,-0.181996,-0.023654,0.01,-0.027485,-0.161527,-0.029596,-0.009133,0.00874,-0.078238,-0.028974,-0.063068,-0.037488,-0.023202,-0.019173,-0.000341,0.01,-0.178755,-0.070056,-0.032555,-0.185021,-0.039023,-0.000534,-0.006405,-0.025977,-0.013788,-0.009641,-0.040891,0.007091,-0.016051,-0.008657,0.002693,-0.021029,-0.008603,-0.032976,-0.001891,-0.009539,-0.035979,-0.054682,-0.015911,-0.004337,-0.001153,-0.00547,-0.000392,-0.029438,-0.007319,-0.042407,-0.029415,-0.012257,-0.002073,-0.049586,-0.004032,0.002826,0.01,-0.040929,-0.030555,0.01,-0.016882,-0.029909,-0.014453,-0.024928,0.002132,-0.146309,-0.000765,-0.046782,-0.040726,-2.0,-0.006143,-0.015199,-0.039292,-0.0115,-0.014876,-0.014904,-0.083393,-0.025521,-0.037162,0.01,0.01,-0.023142,-0.006504,-0.000876,-0.010554,-0.057426,-0.014295,0.01,-0.009643,-0.008713,0.01,-0.152736,-0.005541,-0.027874,-0.011572,0.01,-0.011174,0.006668,-0.174906,-0.000535,0.01,-0.016279,0.005013,0.01,-0.009908,-0.035291,-0.083904,0.005871,-0.035593,0.01,0.01,0.01,0.01,-0.011579,-0.013376,-0.011326,0.01,0.01,-0.016696
2022-11-10,0.002065,0.005994,-0.041498,0.01,-0.028188,0.01,0.01,0.01,-0.11012,0.00429,0.01,0.01,-0.492917,0.01,0.01,-0.0019,-0.008495,0.01,0.01,-0.012995,-0.039791,-0.001189,-0.236976,-0.110028,0.01,0.01,0.01,-0.006277,0.003686,0.01,0.01,-0.039409,-0.101303,-0.021686,0.006638,0.002082,-0.004569,-0.023833,0.01,0.01,0.003316,-0.015464,-0.022244,0.01,0.008321,0.01,-0.020502,0.01,-0.02634,-0.012173,0.01,-0.011836,0.000255,0.007833,0.01,0.01,0.01,4.8e-05,-0.011214,0.01,-0.0587,-0.00754,-0.001708,0.01,-0.005031,-0.064444,0.01,-0.095377,-0.058024,-0.023209,0.000534,0.01,0.01,0.01,-0.003824,0.01,0.01,-0.003682,-0.164587,0.01,0.01,0.01,0.002129,0.01,-0.003831,-0.072109,0.01,0.01,-0.002774,0.006946,0.001344,-0.037774,0.01,-0.005111,0.002977,0.01,0.01,0.01,0.01,-0.011253,0.01,0.01,0.01,0.01,-0.028654,0.01,0.009788,0.01,-0.039167,0.01,0.01,-0.011247,0.01,0.005258,0.01,-0.013256,0.01,0.01,0.002941
2022-11-11,-0.004547,0.01,-0.020672,0.01,0.004798,0.01,0.001915,0.007286,-0.067889,-0.003732,-0.011488,0.006891,-1.123035,0.01,0.005024,0.002429,-0.013342,0.01,0.01,0.01,-0.009495,0.008443,0.009246,0.000149,0.01,0.01,-0.008968,0.007401,0.01,0.01,0.01,-0.034163,0.0,0.01,0.01,0.000385,0.009508,-0.005802,0.01,0.01,0.01,0.002873,-0.02563,0.01,0.009395,0.01,-0.029567,0.01,-0.002652,0.007532,0.01,0.01,0.01,0.01,0.01,0.007436,0.01,-0.005122,0.006617,0.006646,-0.034534,-0.01047,0.01,0.009687,-0.007356,-0.120643,0.007238,-0.02765,0.01,-0.07073,0.01,0.01,-0.045321,0.008239,0.006999,0.01,0.008758,-0.016781,-0.199498,0.01,0.01,0.01,0.01,0.01,0.00335,0.01,0.01,0.01,0.01,0.01,0.01,-0.004116,0.01,0.001411,-0.002739,0.01,0.01,0.01,0.01,-0.152426,0.01,0.01,0.004049,0.006327,0.00612,0.01,-0.030943,0.002721,0.01,0.026024,0.01,-0.010265,0.005639,-0.006663,0.01,0.007708,0.01,0.01,0.01
2022-11-12,-0.020925,0.01,-0.075195,-0.000796,0.008066,0.01,0.01,0.01,-0.046078,0.004775,0.01,0.005228,-0.031827,0.01,0.01,0.01,-0.001303,0.01,0.01,0.01,0.001655,-0.038107,0.003789,-0.035691,0.005704,0.01,0.01,0.01,0.01,0.01,0.004134,-0.019572,0.0,0.006128,0.01,0.009029,-0.013316,0.006521,0.01,0.01,0.01,0.009984,-0.028744,0.008664,-0.00041,0.003728,-0.047395,0.01,0.003865,0.01,0.01,0.000604,0.01,0.01,0.008917,0.008769,0.01,0.01,0.006412,0.01,-0.007778,-0.001847,0.01,0.009405,0.001095,-0.030925,0.01,0.00755,0.01,-0.097367,0.01,0.01,0.01,0.002619,0.01,-0.012188,-0.131316,-0.0096,-0.013157,0.01,0.01,0.01,-0.038727,0.01,0.01,0.01,0.01,0.007246,0.01,0.01,0.00958,0.000321,0.01,0.000599,0.008455,0.01,0.01,0.009847,0.01,0.01,0.01,0.008985,0.01,-0.003524,0.004722,0.01,0.01,0.01,0.01,-0.031584,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-11-13,0.01,0.01,-0.017962,0.01,0.01,0.01,0.01,-0.018825,0.000875,0.01,0.01,0.01,-0.020721,-0.006678,0.009975,0.01,0.01,0.01,0.008008,0.01,0.01,-0.044151,0.004412,0.01,0.004334,0.01,0.01,0.01,0.01,-0.031596,0.002437,-0.037252,0.0,-0.002218,0.01,0.005717,0.002295,0.002816,0.008858,0.01,0.01,-0.001748,-0.032912,0.01,-0.008747,0.01,-0.015466,0.01,0.009259,0.01,0.01,0.003809,0.01,0.01,0.01,0.00879,0.01,0.006653,0.01,0.01,-0.011028,0.00618,0.01,0.01,0.008249,-0.023794,0.01,0.01,0.01,-0.049299,0.01,0.01,0.01,0.01,0.01,0.01,-0.013145,-0.463788,-0.027105,0.01,0.01,-0.002952,0.01,0.01,0.01,0.01,0.01,-0.026635,0.01,-0.515853,0.01,0.01,0.01,-0.009207,-0.002836,0.01,-1.0,0.01,0.01,0.01,0.01,0.01,-0.426802,0.01,0.01,0.01,0.001774,0.01,-0.038908,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-11-14,0.01,0.01,-0.028577,0.009105,0.01,0.01,0.01,-0.158887,0.01,0.01,0.01,0.009715,-0.060952,0.01,0.01,0.01,0.003375,0.01,-0.003919,0.01,0.01,0.01,-0.009492,0.006383,0.01,0.01,0.01,0.01,0.01,-0.019793,0.01,-0.053119,0.0,0.000623,0.01,0.01,0.00708,-0.001132,0.01,0.01,0.01,0.005237,-0.10383,0.01,-0.015146,0.01,-0.008893,0.01,-0.004015,0.01,0.01,0.01,0.005962,0.01,0.01,0.01,0.01,0.01,-0.001466,0.01,-0.005273,0.005081,0.01,0.001179,0.003511,-0.09865,0.01,-0.003542,0.01,-0.007464,0.01,0.01,0.01,0.01,-0.027474,0.01,-0.087316,-0.046486,0.005724,0.01,0.01,0.01,0.01,0.01,0.009927,0.01,0.01,0.01,0.01,-0.096811,0.01,0.01,0.01,-0.002493,0.01,0.01,-1.0,0.01,0.01,0.01,0.01,0.01,-0.059252,0.01,0.01,0.01,-0.002126,0.01,0.000427,0.01,0.01,0.103743,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-11-15,0.01,0.01,-0.001437,0.01,0.01,0.01,-0.008839,-0.036398,-0.08278,0.01,0.01,0.01,-0.030991,0.01,0.01,0.01,-0.003886,0.009354,0.01,0.01,0.01,-0.021213,-0.013299,-0.012809,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.024971,0.0,0.009077,0.01,0.01,0.000574,0.002275,0.008647,0.01,0.008633,-0.004197,-0.023065,0.008155,0.002395,0.01,0.002288,0.01,0.006175,0.01,0.01,0.01,-0.004213,0.01,-0.00261,0.004079,0.01,0.01,0.01,0.01,0.002487,0.01,0.01,0.006637,0.01,0.01,0.01,0.01,0.01,-0.074848,0.01,0.01,0.01,0.01,-0.001923,0.01,0.01,0.01,0.008582,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.019766,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.000856,0.01,0.01,-0.001163,0.01,0.01,0.01,0.01,0.01,0.003943,0.033411,0.008838,0.01,0.01,0.01,0.01,0.01,0.01
2022-11-16,0.008984,0.01,0.01,0.01,0.008569,0.01,-0.0146,0.01,0.01,0.01,0.01,-0.00317,-0.008202,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.065337,-0.008948,-0.079335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.017738,0.0,0.009702,0.01,0.003938,-0.00519,-0.006617,-0.000393,0.01,0.004846,-0.004556,-0.019511,0.01,-0.006283,0.01,0.01,0.01,0.006253,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.005809,0.009983,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.004335,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.001311,0.01,0.01,0.01,0.01,0.01,0.01,0.000978,0.004888,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002116,0.008293,0.01,-0.029768,0.00762,0.01,0.01,0.01,0.004269,0.01,0.007862,0.01,0.01,0.01,0.01,0.009908,0.01,0.01,0.01,0.01,-0.017394,0.006527,0.01,0.01,0.01,0.01
2022-11-17,0.01,0.01,-0.098681,0.01,-0.033089,0.01,0.00593,0.01,-0.016682,0.01,0.007955,-0.003439,-0.158951,0.01,0.01,0.01,0.002094,0.01,0.009289,0.01,0.01,-0.021413,-0.007994,-0.002558,-0.010332,0.01,0.01,0.01,0.01,0.01,0.01,-0.022251,0.0,0.00889,0.01,0.01,0.002055,-0.002701,0.008795,0.01,0.007459,-0.010849,-0.03397,0.007357,-0.004309,0.01,0.01,0.01,-0.003191,0.01,0.01,0.01,0.01,0.01,0.002483,0.01,0.01,-0.001368,0.01,0.01,-0.003109,0.00057,0.01,0.01,0.01,-0.016515,0.01,0.01,0.01,-0.040385,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.0064,-0.012311,-0.024053,0.01,0.01,-0.001376,0.01,0.003745,-0.001188,0.01,0.01,0.01,0.01,0.01,-0.021573,0.01,0.002479,-0.001449,0.01,0.01,-0.002134,0.01,0.01,0.01,-0.111863,0.01,0.01,0.006825,0.01,-0.024051,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.000317,0.01
2022-11-18,0.01,0.01,-0.009888,-0.013709,-0.019838,0.01,0.01,0.01,-0.060489,0.01,0.01,0.005523,-0.090777,0.01,0.01,0.01,0.01,0.007018,0.01,0.01,0.01,-0.00388,-0.006795,-0.001629,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.024203,-0.003688,0.01,0.01,0.01,-0.004286,0.000955,0.01,0.01,0.004193,-0.005327,0.001942,0.01,0.01,0.01,0.005761,0.01,0.003034,0.01,0.01,0.01,0.01,0.01,-0.004085,0.01,0.01,0.004692,0.01,0.01,-0.024102,0.01,0.01,0.01,0.008186,-0.006236,0.009763,0.01,0.01,-0.082757,0.01,0.01,-0.064678,0.001084,0.01,0.01,0.01,0.000521,-0.014738,0.01,0.01,0.01,0.004078,0.009861,-0.027138,0.00459,0.01,0.002998,0.01,0.01,0.002721,-0.002458,0.01,0.000976,0.01,0.01,0.009051,0.01,0.01,0.01,0.01,-0.119359,-8.9e-05,0.01,0.000567,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.005048,0.01,0.01,0.01,0.01,0.01,0.01
2022-11-19,0.008642,0.01,0.01,0.01,0.003723,-0.132164,0.007282,0.01,-0.009035,0.01,-0.034728,0.002755,-0.035085,0.01,0.01,0.01,0.003314,0.01,-0.061866,0.01,0.01,-0.02808,0.01,0.000329,-0.004687,-0.04525,0.01,0.01,0.01,0.007421,0.01,-0.018518,0.0,0.005587,0.01,0.01,-0.038452,-0.001169,-0.003663,0.01,0.000773,0.00599,-0.018336,-0.002749,0.01,-0.011724,0.01,0.01,-0.000669,-0.009708,0.01,0.007166,0.01,0.005948,-0.133113,0.01,0.01,0.01,0.01,0.01,-0.016693,0.007685,0.01,0.01,0.01,0.01,0.01,0.006359,0.01,-0.052327,0.01,-0.003,0.01,0.01,-0.025022,0.01,0.01,-0.003197,0.004252,0.008716,0.007212,0.01,0.000951,0.023219,-0.001932,-0.003858,0.001591,0.01,0.01,-0.037184,0.008481,0.01,0.01,0.01,0.004699,0.003034,-0.018297,0.00723,-0.021566,0.01,0.008199,-0.223034,-0.006137,0.01,-0.004355,0.01,0.001018,-0.001272,0.01,0.01,0.01,-0.009903,0.01,0.01,-0.034198,0.01,0.01,0.01,0.01
2022-11-20,-0.001042,0.01,0.01,0.01,-0.050427,0.01,-1.0,0.01,-0.01792,0.01,0.01,0.006379,0.01,0.01,0.01,0.01,-0.000986,-0.005152,0.01,0.01,0.007259,-0.021691,0.01,0.00904,0.01,0.01,0.01,0.01,0.002896,0.01,0.01,-0.023719,-0.003401,-0.008786,0.01,0.009167,-0.024885,-0.000979,0.000468,0.01,-0.000696,-0.002008,-0.023977,0.004532,0.005938,0.01,0.003053,0.01,0.000418,0.009187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.007767,0.01,0.01,-0.006874,0.007792,-0.005628,0.01,-0.0179,0.007279,-0.112922,0.01,0.01,0.01,0.01,0.000107,0.01,0.01,-0.051027,-0.004282,0.01,0.004508,0.002928,0.01,0.01,0.01,0.008401,0.01,-0.000169,0.01,0.01,0.01,0.008491,0.01,-0.009107,0.00678,0.01,-0.023714,0.01,0.01,-0.021297,0.01,-0.194545,0.01,0.009067,0.003287,0.01,-0.003156,-0.011332,0.007786,0.01,0.01,0.01,0.004481,0.01,-0.025895,0.009615,0.01,0.01,-0.004712
2022-11-21,-0.011026,0.01,0.01,0.01,0.004036,-0.199571,-1.276765,-0.048153,-0.088541,0.01,0.01,-0.002739,-0.011965,0.007412,0.01,0.01,0.001514,-0.016255,-0.004258,0.01,0.003626,-0.085985,0.01,0.000513,0.000314,0.01,0.01,0.006,0.009083,0.001821,0.01,-0.016902,0.0,0.000116,0.01,0.003401,-0.006365,0.002302,0.001904,0.01,0.01,0.004666,-0.04169,0.005325,-0.001492,0.01,0.01,-0.006593,-0.01044,0.01,-0.001318,0.01,0.007736,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.02641,0.001867,0.01,-0.005802,-0.018011,0.01,0.01,-0.012613,0.01,-0.116096,0.004633,0.00691,0.01,0.003851,0.01,0.004319,0.01,-0.058873,-0.017591,0.003231,0.01,0.003762,0.01,0.01,0.003824,-0.000999,0.01,-0.05282,0.01,0.01,-0.008852,0.01,-0.001421,-0.011174,-0.014818,0.01,0.01,0.01,-0.119369,0.01,0.01,-0.062732,0.000238,0.01,-0.013358,0.01,0.007237,0.008584,0.01,-0.130701,0.01,-0.002878,0.01,0.01,-0.022167,0.01,0.01,0.01,0.01
2022-11-22,-0.006136,0.01,-0.002407,0.01,-0.024305,0.01,-0.646405,0.01,-0.02614,0.01,0.00721,0.007556,-0.083571,0.01,0.01,0.003135,-0.007341,0.001586,0.01,0.01,0.01,-0.02195,0.01,-0.002587,0.01,-0.000842,0.01,0.01,0.01,0.01,0.01,-0.068986,0.0,0.01,0.009727,0.005464,0.006402,0.007881,0.01,0.003605,0.01,0.006368,-0.00682,0.01,-0.003069,0.01,-0.010971,0.01,0.003319,0.009074,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.043037,0.01,-0.07362,-0.006055,-0.019931,0.00254,0.01,-0.004862,0.01,-0.089583,0.003491,0.01,0.01,0.01,0.01,0.01,0.01,-0.022065,0.01,0.01,-0.001839,0.008438,-0.003228,0.01,-0.235524,0.00435,-0.011035,0.01,0.01,0.01,-0.015798,0.01,-0.005431,-0.000159,0.003701,0.008288,-0.001117,0.006846,-0.015564,0.01,0.002508,0.01,0.01,0.01,0.004763,0.01,-0.021,0.006325,0.01,0.01,0.01,0.000565,0.009534,0.01,0.01,0.006484,0.01,0.01,0.01
2022-11-23,0.000368,0.01,0.01,0.01,-0.054461,0.01,-0.076421,0.01,-0.000211,0.01,0.01,0.005063,0.01,0.01,0.01,-0.013014,0.003563,0.01,0.01,0.01,0.00752,-0.005716,0.01,-0.027332,0.01,0.01,-0.030719,0.01,0.01,0.01,0.01,-0.039562,-0.089682,0.006292,0.01,0.01,-0.009022,-0.00039,0.01,0.01,0.01,-0.009414,-0.019188,0.006,0.008415,0.008165,0.01,0.01,-0.005289,0.01,0.01,0.01,-0.003236,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00274,0.01,0.01,0.01,-0.120314,0.01,0.01,0.006652,0.01,-0.097051,0.01,0.01,0.01,0.01,0.01,-0.014694,-0.012714,-0.001677,-0.007085,0.001287,0.01,0.004396,0.01,0.01,0.005116,0.002871,0.01,0.01,0.01,0.01,-0.07404,0.01,0.009806,0.01,0.005919,0.005185,-0.012061,0.01,0.007658,0.01,-0.021542,0.01,0.007201,0.01,0.01,0.01,5.6e-05,0.007122,-0.000387,0.01,-0.011013,0.01,0.01,0.003108,0.01,0.01,0.01,0.01,0.01
2022-11-24,0.00958,0.01,0.01,-0.022374,-0.143361,0.01,-0.002093,0.01,-0.100962,0.01,-0.00177,0.006684,-0.122712,0.01,0.01,-0.02395,0.000594,0.009043,0.01,0.009638,0.01,-0.007828,0.01,-0.02185,0.004636,0.007453,0.01,0.01,0.009044,0.01,0.01,-0.016704,-0.101344,0.003211,0.01,0.01,0.004439,0.006272,0.01,0.01,0.01,0.003796,-0.004111,0.009336,-0.006817,0.01,0.01,0.01,-0.000185,0.01,0.01,0.01,0.003212,0.01,0.007821,0.01,0.01,0.01,0.01,0.01,0.001914,0.01,-0.002306,0.01,-0.041236,-0.023605,0.01,0.01,0.01,-0.203998,0.01,0.01,0.01,0.007363,-0.001717,0.01,0.01,0.004222,0.000556,0.007865,0.01,-0.000878,0.007506,-0.022408,0.01,0.01,0.01,0.01,0.01,0.01,-0.022279,0.00599,0.01,0.006575,0.00702,0.01,-0.015244,0.01,0.01,0.01,-0.003869,0.01,0.004875,0.01,0.01,0.01,0.01,0.007947,0.01,0.01,0.01,0.01,0.006627,-0.059245,0.008279,0.01,0.01,0.01,0.01
2022-11-25,0.01,0.01,-0.103149,-1.247824,-0.033709,0.01,-0.069426,0.01,-0.01454,0.01,-0.014017,0.0063,-0.004073,0.01,0.01,0.01,-0.003064,0.01,0.01,0.01,0.01,-0.003487,0.01,-0.009976,0.000959,0.01,0.01,0.01,-0.011779,0.006522,0.01,-0.024322,-0.14554,0.01,0.01,0.01,0.002374,0.001329,0.01,0.01,0.007077,-0.003074,-0.018524,0.01,-0.015227,0.01,0.01,0.01,0.005558,0.01,0.01,0.01,0.01,-0.009417,0.01,-0.002287,0.01,0.01,0.01,0.008143,-0.042581,0.01,0.01,0.01,-0.052192,-0.030606,0.01,0.01,0.01,-0.056949,0.01,0.01,0.01,0.008344,0.01,0.01,0.01,-0.010331,0.002582,0.00066,0.01,0.01,-0.023132,-0.026014,-0.014463,0.005761,0.01,-0.067894,0.01,0.01,-0.002882,0.01,0.01,0.01,0.01,0.01,-0.008332,0.01,-0.063802,0.01,-0.001245,0.001745,0.006914,-0.001113,0.006587,0.01,0.01,0.002314,0.001832,0.01,0.01,0.01,0.003559,0.01,0.01,0.008039,0.007129,0.01,0.001813
2022-11-26,-0.009337,0.01,-0.004618,-0.602492,-0.006042,0.01,-0.374951,0.01,-0.001862,0.01,-0.089512,0.01,-0.007259,0.01,0.01,0.01,0.01,0.004756,0.01,0.01,0.01,-0.006596,0.009089,-0.000209,0.01,0.01,0.005882,0.01,0.005875,0.01,0.01,-0.020783,-0.032896,0.006614,0.01,0.01,0.00083,0.003523,0.01,0.01,0.008937,-0.006554,-0.013836,0.01,0.01,0.01,0.01,0.01,-0.000548,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009222,0.01,0.00939,-0.014245,0.01,0.01,0.01,-0.016608,-0.014489,0.005609,0.01,0.01,-0.055804,0.01,0.01,-0.002331,0.01,-0.071834,0.01,0.01,-0.011915,0.002561,0.01,0.008002,0.01,0.000542,0.01,0.006219,0.01,0.01,0.01,0.01,0.01,-0.003186,0.01,-0.003995,0.00098,0.01,0.01,-0.019267,0.01,0.01,0.01,-0.00886,0.01,0.00672,0.005264,0.007686,0.01,0.01,0.01,-0.001871,0.01,0.01,0.01,0.006635,0.01,0.01,0.01,0.009636,0.000638,-0.001884
2022-11-27,0.002007,0.01,0.007262,0.003791,-0.026848,0.01,-0.090792,0.01,-0.03666,0.01,-0.094102,0.01,-0.007128,0.01,0.01,0.01,0.008994,0.01,0.009675,0.01,-0.005043,0.00642,0.01,-0.009149,0.01,-0.021724,0.01,0.01,-0.001836,0.01,0.01,-0.007719,-0.064417,0.001654,0.01,0.01,0.007438,0.003784,0.001578,0.01,0.005567,0.003854,0.005757,0.01,0.003709,0.01,0.01,0.01,-0.004961,0.01,0.01,0.01,0.005828,0.01,0.01,0.009105,-0.000324,-0.004058,0.01,0.005725,-0.026088,0.01,0.01,0.01,0.000133,0.01,0.008622,0.01,0.01,-0.032864,0.01,0.01,0.01,0.00166,-0.017288,0.01,0.01,-0.003579,0.004037,0.009981,0.01,0.009042,-0.015724,-0.005199,-0.75,0.01,-0.140705,-0.060521,0.01,0.01,-0.012267,0.01,-0.008553,0.01,0.01,0.01,-0.003205,0.01,0.01,-0.013396,-0.016213,0.01,0.006753,0.01,0.002006,0.01,0.01,0.01,-0.002723,0.01,-0.003608,-0.170113,0.01,0.01,0.00851,0.009001,0.01,0.006673,-0.003004
