t,PEOPLEUSDT_PERP.A_fr,OMGUSDT_PERP.A_fr,BALUSDT_PERP.A_fr,RENUSDT_PERP.A_fr,CRVUSDT_PERP.A_fr,STORJUSDT_PERP.A_fr,RLCUSDT_PERP.A_fr,SXPUSDT_PERP.A_fr,KAVAUSDT_PERP.A_fr,RSRUSDT_PERP.A_fr,MTLUSDT_PERP.A_fr,DOGEUSDT_PERP.A_fr,BANDUSDT_PERP.A_fr,WAVESUSDT_PERP.A_fr,KSMUSDT_PERP.A_fr,ALGOUSDT_PERP.A_fr,MATICUSDT_PERP.A_fr,KNCUSDT_PERP.A_fr,ZILUSDT_PERP.A_fr,BLZUSDT_PERP.A_fr,NEARUSDT_PERP.A_fr,AVAXUSDT_PERP.A_fr,MKRUSDT_PERP.A_fr,SNXUSDT_PERP.A_fr,ENJUSDT_PERP.A_fr,ZRXUSDT_PERP.A_fr,FLMUSDT_PERP.A_fr,FTMUSDT_PERP.A_fr,UNIUSDT_PERP.A_fr,SKLUSDT_PERP.A_fr,TRBUSDT_PERP.A_fr,TRXUSDT_PERP.A_fr,BNBUSDT_PERP.A_fr,XRPUSDT_PERP.A_fr,NEOUSDT_PERP.A_fr,EOSUSDT_PERP.A_fr,ETCUSDT_PERP.A_fr,BTCUSDT_PERP.A_fr,LTCUSDT_PERP.A_fr,XLMUSDT_PERP.A_fr,LINKUSDT_PERP.A_fr,ETHUSDT_PERP.A_fr,BCHUSDT_PERP.A_fr,ADAUSDT_PERP.A_fr,XMRUSDT_PERP.A_fr,DASHUSDT_PERP.A_fr,ZECUSDT_PERP.A_fr,ONTUSDT_PERP.A_fr,ATOMUSDT_PERP.A_fr,XTZUSDT_PERP.A_fr,IOTAUSDT_PERP.A_fr,BATUSDT_PERP.A_fr,VETUSDT_PERP.A_fr,QTUMUSDT_PERP.A_fr,IOSTUSDT_PERP.A_fr,THETAUSDT_PERP.A_fr,AUDIOUSDT_PERP.A_fr,SUSHIUSDT_PERP.A_fr,COMPUSDT_PERP.A_fr,RUNEUSDT_PERP.A_fr,DOTUSDT_PERP.A_fr,FILUSDT_PERP.A_fr,AAVEUSDT_PERP.A_fr,UNFIUSDT_PERP.A_fr,GRTUSDT_PERP.A_fr,DEFIUSDT_PERP.A_fr,GTCUSDT_PERP.A_fr,YFIUSDT_PERP.A_fr,LRCUSDT_PERP.A_fr,SOLUSDT_PERP.A_fr,EGLDUSDT_PERP.A_fr,ICXUSDT_PERP.A_fr,OCEANUSDT_PERP.A_fr,ROSEUSDT_PERP.A_fr,OGNUSDT_PERP.A_fr,BELUSDT_PERP.A_fr,CTKUSDT_PERP.A_fr,AXSUSDT_PERP.A_fr,MASKUSDT_PERP.A_fr,ALPHAUSDT_PERP.A_fr,ZENUSDT_PERP.A_fr,BAKEUSDT_PERP.A_fr,1INCHUSDT_PERP.A_fr,LINAUSDT_PERP.A_fr,CELOUSDT_PERP.A_fr,GALAUSDT_PERP.A_fr,CELRUSDT_PERP.A_fr,DGBUSDT_PERP.A_fr,REEFUSDT_PERP.A_fr,ANKRUSDT_PERP.A_fr,CHZUSDT_PERP.A_fr,LPTUSDT_PERP.A_fr,ALICEUSDT_PERP.A_fr,1000SHIBUSDT_PERP.A_fr,SANDUSDT_PERP.A_fr,RVNUSDT_PERP.A_fr,SFPUSDT_PERP.A_fr,LITUSDT_PERP.A_fr,XEMUSDT_PERP.A_fr,ATAUSDT_PERP.A_fr,HOTUSDT_PERP.A_fr,STMXUSDT_PERP.A_fr,C98USDT_PERP.A_fr,ARUSDT_PERP.A_fr,MANAUSDT_PERP.A_fr,ONEUSDT_PERP.A_fr,HBARUSDT_PERP.A_fr,CHRUSDT_PERP.A_fr,DYDXUSDT_PERP.A_fr,COTIUSDT_PERP.A_fr,DENTUSDT_PERP.A_fr,NKNUSDT_PERP.A_fr,IOTXUSDT_PERP.A_fr,CTSIUSDT_PERP.A_fr,1000XECUSDT_PERP.A_fr,ENSUSDT_PERP.A_fr,KLAYUSDT_PERP.A_fr,ARPAUSDT_PERP.A_fr,ANTUSDT_PERP.A_fr
2022-04-19,0.01,0.01,0.01,-0.008932,-0.043151,0.01,0.01,0.01,-0.013385,0.01,-0.008516,0.01,0.01,-0.022664,0.01,0.01,0.005445,0.005665,0.01,0.01,0.01,0.01,0.01,-0.001881,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.006691,-0.005028,0.01,0.01,0.01,0.002251,0.01,0.004801,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.003003,0.01,0.01,0.01,0.01,0.01,0.01,-0.012723,0.01,0.01,0.01,0.01,0.002419,0.01,0.01,0.01,0.01,0.01,0.009843,0.01,0.01,0.01,0.01,0.01,-0.041382,0.01,0.01,0.01,0.01,0.006186,-0.057791,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009986,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-04-20,0.01,0.01,0.01,0.01,-0.025376,0.01,0.01,0.01,-0.010572,0.01,-0.058815,0.01,0.01,-0.051367,0.01,0.01,0.01,-0.001394,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.003714,0.01,0.01,0.01,-0.000105,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.025578,0.01,0.01,0.01,0.01,0.01,0.01,0.002537,0.01,0.01,0.01,0.01,0.01,0.01,0.007591,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.067518,0.01,0.01,0.01,0.01,0.004427,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008989,0.01,0.01
2022-04-21,0.01,0.01,0.01,0.01,-0.003124,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.003376,0.01,0.01,0.01,0.000777,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.01,0.005359,0.01,0.01,0.01,-0.000956,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006334,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.043786,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.004721,0.01,0.01,0.01,0.01,0.01
2022-04-22,0.01,0.01,0.01,0.01,-0.00307,0.01,0.01,0.01,0.003257,0.01,-0.016607,0.01,0.01,-0.007243,0.01,0.008376,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.007642,-0.000415,0.01,0.01,0.01,-0.002649,0.01,0.01,0.01,0.01,0.01,-0.081656,0.01,0.00974,0.01,0.01,0.01,0.006052,0.01,0.01,0.01,0.01,0.01,0.01,-0.005231,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.004562,0.01,0.01,-0.008188,0.01,0.01,0.01,-0.010355,-0.036042,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-04-23,0.01,0.01,0.01,0.01,-0.057804,0.01,0.01,0.01,-0.037297,0.01,-0.092935,0.009926,0.01,0.002926,0.01,0.01,-0.000979,-0.015074,0.01,0.01,0.01,0.01,0.01,-0.038838,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.0,0.01,0.01,0.01,0.007164,-0.011883,0.009999,0.01,0.01,-0.008574,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.018675,0.01,0.01,0.01,0.01,0.01,0.01,-0.017228,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.010378,0.01,0.01,0.01,0.01,-0.000676,0.01,-0.027575,-0.037915,0.01,0.01,0.01,0.01,0.01,-0.008194,0.01,0.01,0.00872,-0.057888,0.006413,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007438,0.01,0.01
2022-04-24,0.01,0.01,0.01,0.01,-0.032268,-0.02658,0.01,0.01,-0.020203,0.01,0.005395,-0.002401,0.01,0.003912,0.01,0.009024,5.4e-05,0.01,0.01,0.01,0.01,0.00102,0.01,-0.021195,0.01,0.01,0.01,0.01,-0.004788,0.01,0.01,0.008682,0.0,0.01,0.01,0.01,0.009025,-0.003654,0.005087,0.0077,0.01,0.000341,0.01,0.008883,0.01,0.01,-0.004128,0.01,0.01,0.01,0.01,0.008763,0.01,-0.025119,0.01,0.01,0.01,0.01,0.01,0.01,-0.008161,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.006085,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.046849,0.01,0.01,0.01,0.01,-0.000451,-0.0432,0.01,0.01,0.004632,0.01,-0.002709,0.01,0.01,0.01,0.01,0.01,-0.007692,0.01,0.01,0.01,0.006604,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.012051,0.01,0.01
2022-04-25,0.00349,0.005309,0.01,0.01,-0.025345,0.01,0.01,0.01,-0.022639,0.01,-0.036487,0.01,0.01,-0.019852,0.004003,-0.002952,-0.019324,-0.001105,-0.007607,0.01,0.003359,-0.017067,0.01,0.003506,0.01,0.01,0.01,-0.006489,0.01,0.01,0.01,0.00968,-0.024334,-0.007256,0.01,0.000139,0.00273,0.007223,-0.015254,-0.026298,-0.000324,-0.024996,0.01,-0.006327,0.01,0.008422,0.000835,0.01,-0.000536,-0.002817,0.01,0.00509,0.004034,-0.024806,-0.006275,0.004651,0.005231,-0.005069,0.008859,0.01,-0.023586,-0.008696,0.004219,0.01,0.01,0.01,0.01,0.004121,0.00907,-0.008571,0.009185,0.00023,0.01,0.01,0.01,0.01,-0.007086,-0.054467,0.01,0.01,0.01,0.01,-0.012326,0.01,0.01,0.002425,0.00474,-0.021949,0.01,0.005134,-0.012271,0.01,-0.001077,0.000505,-0.008998,0.01,0.01,0.01,0.01,0.01,0.01,0.002024,0.01,0.01,0.01,0.01,0.01,-0.00587,-0.001144,0.001036,0.01,-0.00042,0.01,0.01,0.01,0.01,-0.004362,0.000478,0.01
2022-04-26,0.01,0.01,0.01,0.002763,-0.005955,0.01,0.01,0.01,0.01,0.01,-0.011939,0.01,0.01,-0.036662,0.003124,0.007017,-0.007301,0.01,-0.003445,0.01,0.01,-0.00194,0.01,0.01,0.01,0.004405,-0.005346,0.01,0.01,0.01,0.01,-0.011059,0.0,0.00394,0.01,0.006225,0.01,0.01,0.007933,-0.010224,0.00619,0.004991,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.008409,0.01,-0.01432,0.01,-0.010056,-0.008578,0.01,0.01,0.01,0.004325,0.01,-0.017371,0.009212,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.00443,0.01,-0.004356,0.01,0.01,0.01,0.01,0.01,-0.088809,-0.005756,0.005105,0.01,0.01,-0.011168,-0.028983,0.01,0.01,0.01,0.01,-0.012744,0.01,0.01,0.01,0.01,-0.00193,-0.009192,0.01,0.01,0.01,-0.019174,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.00603,0.01,0.01,0.01,0.01,0.01,0.01,-0.028973,0.001507,0.01
2022-04-27,0.01,0.01,0.01,0.002509,0.00136,0.01,0.01,0.01,-0.010767,0.01,-0.028977,0.000475,0.01,-0.038286,0.01,0.01,0.00704,0.01,0.01,0.006683,-0.019622,0.01,0.01,-0.015245,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009845,0.0,0.01,0.01,0.01,0.003965,0.001968,0.01,0.003332,0.007166,0.002591,-0.001191,0.01,0.01,0.01,0.01,0.01,0.000292,0.006514,0.01,0.009033,0.01,-0.001595,0.01,0.01,0.01,0.01,0.009738,0.01,-0.008083,0.01,0.007728,0.01,0.004029,0.01,0.01,0.01,0.01,0.005659,0.01,0.00719,0.01,0.008216,0.01,0.01,0.01,-0.08059,0.01,0.01,0.01,0.01,-0.005549,0.000783,0.01,0.01,0.002848,0.01,-0.018078,0.01,0.01,0.01,0.01,0.006376,-0.002883,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01
2022-04-28,0.01,0.01,0.01,0.001403,-0.023882,0.01,0.01,0.01,-0.001041,0.01,-0.021344,0.003485,0.01,-0.040625,0.01,0.008893,-0.005388,-0.057525,-0.004978,0.01,-0.014981,0.005019,0.01,-0.013162,0.01,0.01,0.01,0.001817,0.01,0.01,0.01,-0.002092,0.0,0.009361,0.01,0.01,0.01,0.01,-0.00125,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008987,0.01,-0.020975,-0.000838,0.01,0.01,0.008662,0.01,0.01,-0.009488,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.014775,0.01,-1e-06,0.01,0.01,0.01,0.01,0.01,-0.047756,0.01,0.01,0.01,-0.001416,-0.006677,0.01,0.01,0.007295,0.005615,0.000492,0.01,0.01,0.005954,0.01,0.01,0.01,0.001225,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.008262,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.010025,0.01,0.01
2022-04-29,0.01,0.01,0.01,-0.010114,-0.009878,0.01,0.01,0.01,0.01,0.01,0.001732,0.01,0.01,-0.040016,-0.012463,0.01,-0.005344,-0.002332,-0.010603,0.01,0.007696,-0.013279,0.01,-0.004291,0.01,0.01,0.01,0.002907,0.01,-0.001232,0.01,-0.002909,-0.015241,0.009737,0.004427,0.01,0.01,0.002628,0.003674,0.008309,0.01,0.004578,0.008743,0.000384,0.007851,0.01,0.01,0.01,0.01,0.009973,0.01,-0.000831,0.01,-0.010891,0.000401,-0.000982,0.008157,0.01,-0.003027,0.01,-0.020504,0.01,0.01,0.01,0.001984,0.01,0.01,0.01,0.01,0.003948,0.01,-0.006945,0.01,0.005285,0.01,0.01,0.01,-0.063615,0.01,0.01,0.01,0.01,0.00737,-0.003011,0.01,0.005502,-0.000604,-0.028564,0.01,0.01,0.00843,0.01,0.01,0.004073,-0.009716,0.01,0.01,0.01,-0.008317,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.001397,0.01,0.004867,0.01,0.01,0.01,0.01,0.01,-0.022483,0.01,0.01
2022-04-30,0.01,0.01,0.01,-0.000546,-0.015834,0.01,0.01,0.01,-0.041715,0.01,0.01,0.004246,0.002392,-0.022694,-0.004848,0.00573,0.000408,-0.00503,-0.002847,0.01,0.001204,-0.001952,0.01,-0.008404,0.01,-0.000115,-0.039131,-0.026684,0.01,0.01,-0.010158,-0.011477,0.0,0.01,-0.000683,-0.000421,0.005881,0.005926,0.01,0.001154,0.008427,-0.005736,0.004619,0.01,0.007402,-0.004394,-0.004654,0.01,0.003188,0.005477,0.01,-0.000814,0.000782,-0.006397,-0.000676,0.006657,0.01,0.01,0.005231,0.01,-0.008393,0.01,0.01,0.01,0.01,0.01,0.01,-0.002256,0.006042,-0.000196,0.006203,0.007889,0.01,0.01,0.006113,0.01,-0.042258,-0.040742,0.001804,0.009725,0.01,0.01,-0.01279,-0.030141,0.01,0.00047,0.01,-0.049229,-0.009715,0.01,0.000235,0.01,0.008775,0.01,-0.007433,0.01,0.01,0.01,-0.013196,0.01,-0.003121,0.01,0.01,0.01,0.01,0.01,0.01,-0.021925,0.01,0.01,-0.004478,0.008507,0.01,0.01,0.01,0.01,-0.021056,0.01,0.01
2022-05-01,0.01,0.00867,0.01,0.01,-0.001182,0.01,0.01,0.01,-0.039239,0.01,0.000399,0.000893,0.002631,-0.024265,-0.010563,-0.00325,-0.057091,0.001456,-0.025962,-0.002918,-0.059121,-0.01393,0.01,-0.042783,0.01,0.01,0.001974,0.003008,-0.001638,0.01,0.01,0.01,-0.006449,0.01,0.003257,-0.020587,-0.020466,0.01,-0.0039,0.000424,0.00266,-0.004432,0.01,-0.000681,0.01,-0.001628,0.006258,0.01,0.01,0.00892,0.01,0.006712,0.01,-0.037017,0.01,0.006128,-0.007704,0.01,-0.000819,0.01,-0.040985,-0.007184,7e-05,0.01,0.01,0.01,0.01,0.000925,-0.01725,-0.002366,0.01,-0.010933,0.01,0.00043,0.01,-0.00245,0.008013,-0.050516,0.00795,0.01,0.01,0.01,-0.02788,0.003815,0.01,-0.006716,-0.005096,-0.068088,-0.060102,0.0045,0.007285,0.000267,0.002174,-0.011411,-0.036575,0.01,0.01,0.01,-0.006353,0.01,0.006816,-0.001761,-0.001918,0.01,-0.008834,0.01,0.01,-0.015688,0.01,-0.037895,-0.000842,-0.027189,0.01,0.01,0.01,0.01,-0.020815,-0.011217,0.01
2022-05-02,0.008516,-0.001424,0.01,-0.006076,-0.020157,0.01,0.01,0.009442,-0.012513,0.01,-0.034734,0.003649,0.007681,-0.055505,-0.012924,-0.009852,-0.013792,-0.015177,-0.007875,-0.014705,-0.057471,-0.025609,0.01,-0.024356,0.01,0.01,0.005199,0.001989,0.01,0.007142,0.005609,-0.007711,-0.019242,0.006357,0.00539,0.0022,-0.010537,0.01,0.005776,0.01,0.000701,-0.000236,-0.002248,-0.01172,0.001246,0.01,-0.000172,0.01,-0.010695,0.01,0.01,0.007679,0.00169,-0.029312,-0.004494,0.007275,0.001285,0.001508,0.008965,0.001946,-0.018913,-0.000211,0.01,0.01,0.005135,0.01,0.006199,0.00365,-0.010749,-0.00579,0.007724,-0.016496,0.01,0.00312,0.00489,0.01,0.0005,-0.066479,-0.010851,-0.00946,0.01,0.005231,-0.033677,0.01,0.01,-0.001198,-0.014393,-0.022325,-0.02005,0.009779,-0.003039,-0.024466,0.006386,-0.00112,-0.016376,-0.00453,0.01,0.01,-0.025236,0.01,0.004223,-0.012519,0.005226,0.01,-0.003182,0.000923,0.01,0.001497,0.005356,-0.022292,-0.00206,-0.00117,0.007168,0.01,0.01,0.008894,-0.040355,-0.01385,0.008934
2022-05-03,0.01,0.01,0.01,-0.005191,-0.017747,0.01,0.01,0.005895,-0.010131,0.01,-0.010585,0.005878,0.01,-0.074455,-0.008871,0.01,-0.012103,-0.041797,0.002542,0.01,-0.012386,0.000324,0.01,-0.024934,0.01,0.007374,0.01,0.01,0.006623,0.01,0.01,0.01,-0.026598,0.01,0.01,0.01,0.008269,0.01,0.01,0.005524,0.004274,0.008725,0.002086,0.008718,-0.009367,0.01,0.01,0.01,0.007477,0.01,0.01,0.01,0.01,-0.012597,0.01,0.01,0.001613,0.004863,0.006056,1.6e-05,-0.006678,-0.002198,0.01,0.01,0.01,0.009948,-0.003335,0.007937,0.002419,-0.000652,0.008509,0.01,0.01,0.006198,0.01,-0.001588,0.01,-0.044412,0.01,0.01,0.01,0.01,-0.014487,0.01,0.006893,0.01,-0.002765,-0.00992,0.01,0.007798,-0.000486,-0.006919,0.01,0.01,0.001787,0.01,-0.001865,0.01,0.01,0.01,0.01,0.007871,0.01,0.008328,0.01,0.01,0.01,0.001463,2.8e-05,-0.000314,0.008795,0.01,0.000388,-0.032146,0.01,0.006233,-0.010057,-0.022702,0.01
2022-05-04,0.01,0.01,0.004875,-0.016858,0.01,0.01,0.01,0.01,-0.02944,0.005262,-0.013234,0.001632,0.009161,-0.128036,-0.000452,0.006076,-0.005735,-0.039652,-0.029778,0.01,-0.019179,-0.002701,-0.010544,-0.026323,0.01,0.01,0.01,0.009787,0.007346,0.01,0.01,0.01,0.0,0.01,0.01,0.00436,0.01,0.01,0.01,0.008067,0.002146,0.01,0.01,0.01,0.009877,0.01,0.008917,0.01,0.006748,0.005124,0.002857,0.01,0.01,-0.023801,0.01,0.01,-0.007354,0.01,0.000861,0.001414,-0.007847,0.01,0.01,0.01,0.003688,-0.007511,0.006487,-0.004055,0.004789,-0.000521,0.0008,0.01,0.01,0.01,0.004633,0.01,0.01,-0.057769,0.01,0.01,0.01,0.000951,-0.007076,-0.058179,0.01,0.004995,-0.010693,-0.023062,0.01,-0.024096,0.000857,0.01,0.01,0.007631,-0.004371,0.01,0.004995,0.01,0.007739,0.000354,0.01,0.01,0.01,0.003923,0.01,0.01,0.01,-4e-06,0.009614,-0.00214,0.009539,-0.003222,-0.008357,0.01,0.01,0.01,-0.025461,-0.019141,0.01
2022-05-05,0.01,0.01,0.01,-0.012878,0.01,0.01,0.01,0.01,-0.02222,0.01,-0.036166,0.001064,0.004576,-0.041946,-0.020452,0.01,-0.014873,-0.05241,0.01,0.009417,0.01,0.002819,0.005682,-0.022354,0.01,0.01,0.01,0.01,0.006723,-0.000448,0.01,0.01,0.0,0.01,0.01,0.004156,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007197,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,-0.003837,0.001682,0.01,-0.011461,0.003617,0.01,0.002708,-0.012026,-0.001251,0.01,0.01,-0.003239,0.01,0.001382,-0.003776,0.01,0.00141,0.01,0.002903,-0.011481,0.01,0.01,0.01,0.01,-0.060695,0.001422,0.0022,0.01,0.01,-0.054239,0.01,0.01,0.01,0.01,0.01,0.01,0.007111,-0.013382,-0.002196,-0.003541,0.01,-0.020377,0.01,0.009221,0.01,-0.021559,0.01,0.01,0.007907,0.01,0.01,0.01,0.01,-0.000412,0.01,0.01,0.01,0.01,-0.004249,-0.005808,0.01,0.01,0.01,-0.045057,-0.001553,0.01
2022-05-06,0.001598,0.000606,0.01,-0.000726,-0.000689,0.01,0.01,0.00621,-0.02232,0.01,0.003409,0.002253,-0.01492,-0.102705,-0.013004,0.01,-0.008987,-0.038288,-0.031955,-0.006553,-0.011189,-0.002998,0.006414,-0.018061,0.009759,0.003735,0.01,-0.001762,0.01,0.009482,0.009412,0.01,0.0,0.01,0.001738,-0.004217,0.00224,0.004197,0.004415,-0.008571,0.009546,-0.000246,0.004646,0.009348,0.01,0.01,0.01,-0.006488,-0.005455,-0.002397,0.009626,0.002662,0.008876,-0.019452,-0.007048,0.01,-0.000875,0.003822,0.009685,0.007687,-0.008446,-0.003304,0.01,0.009061,0.01,0.00177,0.008676,0.001134,0.002877,-0.001453,0.002524,0.01,0.01,0.00944,-0.000519,0.01,-0.003011,-0.157097,0.000806,0.003943,0.00098,0.004349,-0.034707,0.01,0.008074,-0.007689,-0.011024,-0.01945,0.01,0.002736,-0.007131,0.005926,-0.007108,0.01,-0.033301,0.01,0.01,0.01,-0.003398,0.01,-0.003792,0.01,0.01,0.007036,0.005058,0.01,0.003354,-0.006797,-0.022656,-0.001601,0.00676,-0.03728,0.01,0.01,0.01,0.008138,-0.042989,0.01,0.009757
2022-05-07,-0.000171,0.01,0.00487,-0.003789,0.01,0.01,0.01,0.01,-0.046239,0.01,-0.018835,0.01,-0.006166,-0.075174,-0.005951,-0.004993,-0.007482,-0.040438,-0.0091,0.01,-0.024194,-0.001425,-0.012838,-0.02045,0.01,-0.004111,-0.007443,0.004916,0.007743,-0.002164,0.01,0.005373,0.0,0.01,-0.004855,0.01,0.003366,0.000713,0.004973,0.007423,0.008008,0.007282,0.008336,0.001206,0.001072,0.01,0.007635,-0.003271,-0.012308,-0.008781,0.01,-0.006864,0.00335,-0.02372,-0.004223,-0.001405,-0.002663,0.01,0.007163,0.007653,-0.010835,0.008335,0.01,0.004523,0.009272,0.000109,-0.00434,0.01,-0.001098,-0.006997,0.01,0.01,0.01,0.00147,0.004045,0.01,0.01,-0.085526,-0.005127,0.01,0.01,0.01,-0.012791,-0.007105,0.01,-0.01022,-0.031829,-0.047932,0.01,-0.000735,-0.007812,-0.002755,-0.000539,0.002165,0.004886,0.005187,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.007416,0.003491,-0.007069,-0.015042,-0.004421,0.00627,0.000597,-0.001512,-0.000324,0.01,0.01,0.01,-0.015557,-0.058685,-0.008889,0.002015
2022-05-08,0.01,0.01,0.01,-0.009811,0.01,0.01,0.01,0.01,-0.00123,0.01,-0.000201,0.01,0.01,-0.038181,-0.004013,0.01,0.003544,-0.032644,0.01,0.01,0.005189,0.01,-0.005555,-0.008594,0.01,0.006866,0.007837,0.01,0.008297,0.007891,-0.00105,0.01,0.0,0.009367,0.01,0.01,0.0039,0.01,0.01,0.003683,0.01,0.01,0.01,0.004265,-0.035476,0.01,0.01,0.001213,-0.001683,0.01,0.01,0.008911,0.01,-0.019806,0.00785,0.01,0.01,0.008937,0.007028,0.007946,-0.004015,0.01,0.01,0.008091,0.01,0.01,0.005263,0.01,0.01,0.009782,0.007261,-0.014252,0.01,-0.002374,0.01,0.01,0.002799,-0.03106,-0.013554,-0.009305,-0.008842,0.01,-0.010647,-0.040498,0.01,-0.002688,-0.004007,-0.00184,0.01,-0.001023,-0.009568,-0.006231,0.01,0.000452,-0.014505,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.009974,0.007407,0.009639,0.01,0.01,0.002277,-0.016414,0.01,0.008526,0.01,0.01,0.01,0.003611,-0.030393,0.01,0.01
2022-05-09,-0.000744,-0.009828,0.01,0.001631,0.005235,0.01,0.008813,0.01,0.000809,0.01,-0.005077,-0.009179,0.006568,-0.03522,-0.018865,0.002258,0.009502,-0.004646,0.008636,-0.005743,0.01,-0.0054,-0.005497,-0.018766,0.009358,0.008702,0.004319,-0.000805,0.001954,0.01,-0.170662,-0.00716,-0.009253,0.000688,0.002271,-0.003624,-0.005814,0.01,0.004016,-0.021308,0.003202,0.009769,-0.001322,-0.033334,-1.5e-05,0.002315,0.01,-0.007349,-0.007257,-0.002139,-0.005342,-0.000748,0.01,-0.015652,-0.002662,-0.003411,0.001179,-0.013013,-0.004064,0.01,-0.04598,-0.009096,0.007351,-0.008439,-0.000437,-0.000711,-0.006794,-0.001798,-0.0107,-0.013895,-0.009875,0.004901,0.01,-0.000322,0.01,0.003773,0.01,-0.037166,0.007813,-0.001313,0.00925,0.004587,-0.003649,0.000769,0.01,-0.006225,-0.002222,-0.034733,-0.002759,0.007897,-0.007445,-0.012487,0.001614,-0.000118,-0.008523,-0.001336,0.007099,0.01,0.003469,0.01,-0.028875,0.01,0.005033,-0.001985,-0.005953,0.000523,0.007667,-0.005427,-0.005245,-0.011257,0.002605,-0.033104,-0.00154,-0.025323,0.01,0.005688,-0.011815,0.005399,0.007246
